,competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo,Descrição
902440,202208,3,35,355030,K,6542100,-1,212405,101,5,38.0,40.0,3,1,0,1,40,0,0,0,13000.0,9,0,1,202208,0,5,13000.0,Analista de Desenvolvimento de Sistemas
902441,202208,3,35,355030,N,8220200,-1,212405,101,4,34.0,40.0,1,1,0,1,40,0,0,0,11793.0,9,0,1,202208,0,5,11793.0,Analista de Desenvolvimento de Sistemas
902444,202208,3,35,355030,J,6201501,1,212405,101,5,26.0,44.0,1,3,0,1,97,0,0,9,11175.0,9,0,1,202208,0,5,11175.0,Analista de Desenvolvimento de Sistemas
902445,202208,3,35,355030,J,6204000,1,212405,101,4,31.0,40.0,1,1,0,1,97,0,0,0,14000.0,5,0,1,202208,0,5,14000.0,Analista de Desenvolvimento de Sistemas
902447,202208,3,35,355030,J,6202300,-1,212405,101,5,25.0,44.0,1,1,0,1,90,0,0,9,4794.0,7,0,1,202208,0,5,4794.0,Analista de Desenvolvimento de Sistemas
902449,202208,3,35,355030,J,6209100,1,212405,101,4,24.0,44.0,1,1,0,1,97,0,0,0,5545.35,10,0,1,202208,0,5,5545.35,Analista de Desenvolvimento de Sistemas
902450,202208,3,35,355030,M,7490104,1,212405,101,4,26.0,44.0,2,3,0,1,97,0,0,0,5927.97,10,0,1,202208,0,5,5927.97,Analista de Desenvolvimento de Sistemas
902452,202208,3,35,355030,G,4663000,1,212405,101,5,23.0,44.0,1,1,0,1,97,0,0,0,6000.0,9,0,1,202208,0,5,6000.0,Analista de Desenvolvimento de Sistemas
902454,202208,3,35,355030,J,6204000,1,212405,101,5,38.0,40.0,3,1,0,1,97,0,0,0,25000.0,9,0,1,202208,0,5,25000.0,Analista de Desenvolvimento de Sistemas
902457,202208,3,35,355030,J,6201501,-1,212405,101,5,30.0,40.0,6,1,0,1,40,0,0,0,5893.04,9,0,1,202208,0,5,5893.04,Analista de Desenvolvimento de Sistemas
902459,202208,3,35,355030,J,6204000,1,212405,101,4,25.0,40.0,3,3,0,1,97,0,0,0,5500.0,7,0,1,202208,0,5,5500.0,Analista de Desenvolvimento de Sistemas
902460,202208,3,35,355030,C,1813099,1,212405,101,5,24.0,44.0,1,1,0,1,97,0,0,0,2000.0,4,0,1,202208,0,5,2000.0,Analista de Desenvolvimento de Sistemas
902461,202208,3,35,355030,K,6436100,-1,212405,101,4,21.0,44.0,3,1,0,1,31,0,0,9,6252.9,9,0,1,202208,0,5,6252.9,Analista de Desenvolvimento de Sistemas
902462,202208,3,35,355030,K,6422100,1,212405,101,4,22.0,44.0,1,3,0,1,97,0,0,0,4505.0,10,0,1,202208,0,5,4505.0,Analista de Desenvolvimento de Sistemas
902467,202208,3,35,355030,N,7740300,1,212405,101,5,33.0,42.5,1,1,0,1,97,3,0,0,11000.0,9,0,1,202208,0,5,11000.0,Analista de Desenvolvimento de Sistemas
902468,202208,3,35,355030,N,8291100,-1,212405,101,5,37.0,40.0,6,1,0,1,40,0,0,0,16239.73,7,0,1,202208,0,5,16239.73,Analista de Desenvolvimento de Sistemas
902471,202208,3,35,355030,J,6204000,-1,212405,101,5,28.0,40.0,6,1,0,1,40,0,0,0,15300.0,7,0,1,202208,0,5,15300.0,Analista de Desenvolvimento de Sistemas
902474,202208,3,35,355030,J,6203100,-1,212405,101,5,27.0,44.0,1,1,0,1,31,0,0,0,10062.6,8,0,1,202208,0,5,10062.6,Analista de Desenvolvimento de Sistemas
902478,202208,3,35,355030,J,6201501,1,212405,101,5,37.0,40.0,6,1,0,1,97,0,0,0,10000.0,5,0,1,202208,0,5,10000.0,Analista de Desenvolvimento de Sistemas
902485,202208,3,35,355030,G,4651601,-1,212405,101,2,21.0,44.0,3,3,0,1,40,0,0,0,1661.0,6,0,1,202208,0,5,1661.0,Analista de Desenvolvimento de Sistemas
902487,202208,3,35,355030,J,6201501,1,212405,101,5,30.0,40.0,1,1,0,1,97,0,0,0,7573.23,10,0,1,202208,0,5,7573.23,Analista de Desenvolvimento de Sistemas
902488,202208,3,35,355030,J,6209100,-1,212405,101,5,35.0,40.0,3,3,0,1,40,0,0,0,2919.24,6,0,1,202208,0,5,2919.24,Analista de Desenvolvimento de Sistemas
902491,202208,3,35,355030,K,6611803,1,212405,101,5,30.0,40.0,1,1,0,1,97,0,0,0,11500.0,10,0,1,202208,0,5,11500.0,Analista de Desenvolvimento de Sistemas
902492,202208,3,35,355030,J,6209100,-1,212405,101,5,24.0,40.0,1,1,0,1,40,0,0,0,8700.0,7,0,1,202208,0,5,8700.0,Analista de Desenvolvimento de Sistemas
902494,202208,3,35,355030,J,6202300,-1,212405,101,4,34.0,40.0,4,1,0,1,31,0,0,0,8262.0,5,0,1,202208,0,5,8262.0,Analista de Desenvolvimento de Sistemas
902495,202208,3,35,355030,J,6201501,-1,212405,101,5,24.0,44.0,1,1,0,1,31,0,0,0,2393.6,6,0,1,202208,0,5,2393.6,Analista de Desenvolvimento de Sistemas
902504,202208,3,35,355030,K,6619305,1,212405,101,5,20.0,44.0,1,1,0,1,97,0,0,0,6223.0,9,0,1,202208,0,5,6223.0,Analista de Desenvolvimento de Sistemas
902514,202208,3,35,355030,M,7020400,1,212405,101,4,24.0,44.0,1,3,0,1,97,0,0,0,2748.45,10,0,1,202208,0,5,2748.45,Analista de Desenvolvimento de Sistemas
902516,202208,3,35,355030,J,6311900,-1,212405,101,5,29.0,40.0,3,3,0,1,40,0,0,0,7500.0,10,0,1,202208,0,5,7500.0,Analista de Desenvolvimento de Sistemas
902519,202208,3,35,355030,K,6611803,-1,212405,101,5,26.0,40.0,1,1,0,1,40,0,0,0,13189.0,10,0,1,202208,0,5,13189.0,Analista de Desenvolvimento de Sistemas
902525,202208,3,35,355030,K,6512000,1,212405,101,5,22.0,40.0,1,1,0,1,97,0,0,0,13300.0,10,0,1,202208,0,5,13300.0,Analista de Desenvolvimento de Sistemas
902526,202208,3,35,355030,S,9511800,-1,212405,101,8,39.0,44.0,1,1,0,1,40,0,0,0,3543.68,7,0,1,202208,0,5,3543.68,Analista de Desenvolvimento de Sistemas
902527,202208,3,35,355030,J,6201501,1,212405,101,5,36.0,40.0,1,1,0,1,97,0,0,0,4500.0,10,0,1,202208,0,5,4500.0,Analista de Desenvolvimento de Sistemas
902529,202208,3,35,355030,J,6202300,1,212405,101,4,26.0,40.0,2,1,0,1,97,0,0,0,2400.0,4,0,1,202208,0,5,2400.0,Analista de Desenvolvimento de Sistemas
902531,202208,3,35,355030,N,8219999,1,212405,101,5,29.0,44.0,6,1,0,1,97,0,0,0,6500.0,7,0,1,202208,0,5,6500.0,Analista de Desenvolvimento de Sistemas
902532,202208,3,35,355030,N,7820500,-1,212405,106,5,38.0,40.0,3,1,0,1,43,0,0,0,2200.0,10,0,1,202208,0,5,2200.0,Analista de Desenvolvimento de Sistemas
902534,202208,3,35,355030,K,6422100,1,212405,101,5,22.0,44.0,6,1,0,1,97,0,0,0,3870.97,7,0,1,202208,0,5,3870.97,Analista de Desenvolvimento de Sistemas
902537,202208,3,35,355030,J,6204000,-1,212405,101,5,38.0,40.0,1,1,0,1,40,0,0,0,2273.27,7,0,1,202208,0,5,2273.27,Analista de Desenvolvimento de Sistemas
902538,202208,3,35,355030,J,6204000,1,212405,101,5,31.0,44.0,3,1,0,1,97,0,0,0,6500.0,4,0,1,202208,0,5,6500.0,Analista de Desenvolvimento de Sistemas
902540,202208,3,35,355030,J,6311900,1,212405,101,5,29.0,40.0,1,1,0,1,97,0,0,0,12948.0,8,0,1,202208,0,5,12948.0,Analista de Desenvolvimento de Sistemas
902545,202208,3,35,355030,N,7820500,1,212405,101,3,26.0,44.0,3,1,0,1,97,0,0,0,6500.0,9,0,1,202208,0,5,6500.0,Analista de Desenvolvimento de Sistemas
902555,202208,3,35,355030,N,8211300,-1,212405,101,5,39.0,36.0,1,1,0,1,40,0,0,0,8000.0,10,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
902559,202208,3,35,355030,J,6203100,-1,212405,101,5,45.0,40.0,6,1,0,1,40,0,0,0,9000.0,7,0,1,202208,0,5,9000.0,Analista de Desenvolvimento de Sistemas
902561,202208,3,35,355030,J,6201501,1,212405,101,8,39.0,40.0,1,1,0,1,97,0,0,0,14000.0,8,0,1,202208,0,5,14000.0,Analista de Desenvolvimento de Sistemas
902564,202208,3,35,355030,J,6203100,1,212405,101,4,20.0,40.0,1,3,0,1,97,0,0,0,4300.0,8,0,1,202208,0,5,4300.0,Analista de Desenvolvimento de Sistemas
902566,202208,3,35,355030,J,6201501,1,212405,101,8,25.0,40.0,3,1,0,1,97,0,0,0,8500.0,7,0,1,202208,0,5,8500.0,Analista de Desenvolvimento de Sistemas
902567,202208,3,35,355030,J,6202300,-1,212405,101,4,32.0,40.0,1,1,0,1,40,0,0,0,9304.8,8,0,1,202208,0,5,9304.8,Analista de Desenvolvimento de Sistemas
902569,202208,3,35,355030,J,6209100,1,212405,101,5,36.0,40.0,1,3,0,1,97,0,0,0,2035.0,6,0,1,202208,0,5,2035.0,Analista de Desenvolvimento de Sistemas
902570,202208,3,35,355030,J,6209100,1,212405,101,4,20.0,44.0,1,1,0,1,97,0,0,0,5534.88,10,0,1,202208,0,5,5534.88,Analista de Desenvolvimento de Sistemas
902575,202208,3,35,355030,J,6209100,1,212405,101,3,37.0,40.0,1,1,0,1,97,0,0,0,2300.0,2,0,1,202208,0,5,2300.0,Analista de Desenvolvimento de Sistemas
902576,202208,3,35,355030,K,6611803,1,212405,101,4,21.0,40.0,1,1,0,1,97,0,0,0,4350.0,10,0,1,202208,0,5,4350.0,Analista de Desenvolvimento de Sistemas
902577,202208,3,35,355030,J,6209100,1,212405,101,5,29.0,44.0,1,3,0,1,97,0,0,9,14000.0,10,0,1,202208,0,5,14000.0,Analista de Desenvolvimento de Sistemas
902579,202208,3,35,355030,M,7020400,1,212405,101,4,25.0,44.0,1,1,0,1,97,0,0,0,2748.45,10,0,1,202208,0,5,2748.45,Analista de Desenvolvimento de Sistemas
902581,202208,3,35,355030,M,7490104,-1,212405,101,4,30.0,44.0,1,1,0,1,40,0,0,0,11167.6,7,0,1,202208,0,5,11167.6,Analista de Desenvolvimento de Sistemas
902587,202208,3,35,355030,F,4110700,-1,212405,101,5,33.0,44.0,4,1,0,1,31,0,0,0,3142.0,5,0,1,202208,0,5,3142.0,Analista de Desenvolvimento de Sistemas
902589,202208,3,35,355030,J,6204000,1,212405,101,5,44.0,40.0,1,1,0,1,97,0,0,0,3510.0,9,0,1,202208,0,5,3510.0,Analista de Desenvolvimento de Sistemas
902592,202208,3,35,355030,J,6203100,-1,212405,101,5,37.0,40.0,1,1,0,1,31,0,0,0,3641.03,8,0,1,202208,0,5,3641.03,Analista de Desenvolvimento de Sistemas
902597,202208,3,35,355030,J,6201501,-1,212405,101,5,31.0,40.0,6,1,0,1,31,0,0,0,9080.0,9,0,1,202208,0,5,9080.0,Analista de Desenvolvimento de Sistemas
902600,202208,3,35,355030,Q,8640202,1,212405,101,4,28.0,44.0,1,1,0,1,97,0,0,0,12243.0,10,0,1,202208,0,5,12243.0,Analista de Desenvolvimento de Sistemas
902603,202208,3,35,355030,N,8220200,-1,212405,101,5,31.0,32.55,3,1,0,1,31,0,0,0,2496.47,9,0,1,202208,0,5,2496.47,Analista de Desenvolvimento de Sistemas
902606,202208,3,35,355030,J,6202300,1,212405,101,4,25.0,40.0,6,3,0,1,97,0,0,0,3500.0,7,0,1,202208,0,5,3500.0,Analista de Desenvolvimento de Sistemas
902614,202208,3,35,355030,J,6204000,1,212405,101,3,31.0,40.0,3,3,0,1,97,0,0,0,4500.0,10,0,1,202208,0,5,4500.0,Analista de Desenvolvimento de Sistemas
902615,202208,3,35,355030,J,6204000,1,212405,101,3,32.0,40.0,3,1,0,1,97,0,0,0,4200.0,10,0,1,202208,0,5,4200.0,Analista de Desenvolvimento de Sistemas
902618,202208,3,35,355030,N,8211300,1,212405,101,5,24.0,40.0,1,3,0,1,97,0,0,0,5330.0,9,0,1,202208,0,5,5330.0,Analista de Desenvolvimento de Sistemas
902625,202208,3,35,355030,N,8211300,1,212405,101,5,31.0,44.0,1,1,0,1,97,0,0,0,5161.29,10,0,1,202208,0,5,5161.29,Analista de Desenvolvimento de Sistemas
902634,202208,3,35,355030,J,6311900,-1,212405,101,4,30.0,44.0,3,3,0,1,31,0,0,0,2854.12,8,0,1,202208,0,5,2854.12,Analista de Desenvolvimento de Sistemas
902635,202208,3,35,355030,J,6204000,1,212405,101,3,37.0,44.0,3,3,0,1,97,0,0,9,9500.0,10,0,1,202208,0,5,9500.0,Analista de Desenvolvimento de Sistemas
902638,202208,3,35,355030,J,6203100,-1,212405,101,5,43.0,40.0,6,1,0,1,40,0,0,0,15000.0,7,0,1,202208,0,5,15000.0,Analista de Desenvolvimento de Sistemas
902639,202208,3,35,355030,J,6201501,1,212405,101,5,48.0,40.0,1,1,0,1,97,0,0,0,17500.0,10,0,1,202208,0,5,17500.0,Analista de Desenvolvimento de Sistemas
902640,202208,3,35,355030,J,6201501,1,212405,101,5,44.0,40.0,1,3,0,1,97,0,0,0,6858.46,10,0,1,202208,0,5,6858.46,Analista de Desenvolvimento de Sistemas
902642,202208,3,35,355030,J,6202300,1,212405,101,4,21.0,40.0,1,3,0,1,97,0,0,0,3842.5,5,0,1,202208,0,5,3842.5,Analista de Desenvolvimento de Sistemas
902643,202208,3,35,355030,J,6201501,-1,212405,101,8,41.0,44.0,1,3,0,1,31,0,0,0,14400.0,9,0,1,202208,0,5,14400.0,Analista de Desenvolvimento de Sistemas
902644,202208,3,35,355030,J,6201501,1,212405,101,4,28.0,40.0,1,1,0,1,97,0,0,0,5100.0,10,0,1,202208,0,5,5100.0,Analista de Desenvolvimento de Sistemas
902646,202208,3,35,355030,M,7020400,1,212405,101,5,27.0,40.0,3,1,0,1,97,0,0,0,3161.0,9,0,1,202208,0,5,3161.0,Analista de Desenvolvimento de Sistemas
902649,202208,3,35,355030,M,7490104,1,212405,101,5,27.0,40.0,3,3,0,1,97,0,0,0,9000.0,10,0,1,202208,0,5,9000.0,Analista de Desenvolvimento de Sistemas
902650,202208,3,35,355030,J,6209100,1,212405,101,4,42.0,40.0,1,3,0,1,97,0,0,0,4800.0,2,0,1,202208,0,5,4800.0,Analista de Desenvolvimento de Sistemas
902652,202208,3,35,355030,J,6319400,1,212405,101,5,20.0,44.0,6,3,0,1,97,0,0,0,2300.0,5,0,1,202208,0,5,2300.0,Analista de Desenvolvimento de Sistemas
902656,202208,3,35,355030,N,7820500,1,212405,101,5,24.0,44.83,1,3,0,1,97,0,0,0,3665.93,10,0,1,202208,0,5,3665.93,Analista de Desenvolvimento de Sistemas
902657,202208,3,35,355030,J,6311900,-1,212405,101,5,40.0,40.0,1,1,0,1,40,0,0,0,13000.0,4,0,1,202208,0,5,13000.0,Analista de Desenvolvimento de Sistemas
902661,202208,3,35,355030,K,6499999,-1,212405,101,5,32.0,40.0,1,1,0,1,40,0,0,0,11200.0,1,0,1,202208,0,5,11200.0,Analista de Desenvolvimento de Sistemas
902663,202208,3,35,355030,N,7820500,1,212405,101,5,26.0,44.83,3,1,0,1,97,0,0,0,3665.93,10,0,1,202208,0,5,3665.93,Analista de Desenvolvimento de Sistemas
902679,202208,3,35,355030,K,6436100,-1,212405,101,5,26.0,30.0,1,1,0,1,31,0,0,1,5259.92,5,0,1,202208,0,5,5259.92,Analista de Desenvolvimento de Sistemas
902681,202208,3,35,355030,J,6204000,1,212405,101,4,29.0,40.0,1,1,0,1,97,0,0,0,2836.29,7,0,1,202208,0,5,2836.29,Analista de Desenvolvimento de Sistemas
902687,202208,3,35,355030,J,6110803,1,212405,101,5,42.0,44.0,6,1,0,1,97,0,0,0,14500.0,7,0,1,202208,0,5,14500.0,Analista de Desenvolvimento de Sistemas
902689,202208,3,35,355030,K,6630400,1,212405,101,5,23.0,40.0,1,1,0,1,97,0,0,0,4477.28,5,0,1,202208,0,5,4477.28,Analista de Desenvolvimento de Sistemas
902690,202208,3,35,355030,N,8211300,1,212405,101,5,22.0,44.0,3,1,0,1,97,0,0,0,6800.0,10,0,1,202208,0,5,6800.0,Analista de Desenvolvimento de Sistemas
902691,202208,3,35,355030,J,6311900,-1,212405,101,4,34.0,40.0,1,1,0,1,31,0,0,0,5652.3,8,0,1,202208,0,5,5652.3,Analista de Desenvolvimento de Sistemas
902692,202208,3,35,355030,K,6422100,1,212405,101,5,40.0,40.0,1,1,0,1,97,0,0,0,15000.0,10,0,1,202208,0,5,15000.0,Analista de Desenvolvimento de Sistemas
902694,202208,3,35,355030,G,4771701,1,212405,101,6,36.0,44.0,1,1,0,1,97,0,0,0,10500.0,10,0,1,202208,0,5,10500.0,Analista de Desenvolvimento de Sistemas
902698,202208,3,35,355030,J,6204000,1,212405,101,5,46.0,40.0,1,1,0,1,97,0,0,0,10911.0,7,0,1,202208,0,5,10911.0,Analista de Desenvolvimento de Sistemas
902699,202208,3,35,355030,J,6201501,1,212405,101,5,45.0,40.0,1,1,0,1,97,0,0,0,10500.0,10,0,1,202208,0,5,10500.0,Analista de Desenvolvimento de Sistemas
902700,202208,3,35,355030,N,8299799,1,212405,101,5,40.0,44.0,1,1,0,1,97,0,0,0,23000.0,8,0,1,202208,0,5,23000.0,Analista de Desenvolvimento de Sistemas
902701,202208,3,35,355030,J,6203100,1,212405,101,8,44.0,44.0,1,1,0,1,97,0,0,9,17000.0,10,0,1,202208,0,5,17000.0,Analista de Desenvolvimento de Sistemas
902702,202208,3,35,355030,K,6619399,1,212405,101,4,25.0,40.0,1,3,0,1,97,0,0,0,7572.38,8,0,1,202208,0,5,7572.38,Analista de Desenvolvimento de Sistemas
902703,202208,3,35,355030,N,8211300,1,212405,101,5,32.0,44.0,1,3,0,1,97,0,0,9,6898.0,10,0,1,202208,0,5,6898.0,Analista de Desenvolvimento de Sistemas
902709,202208,3,35,355030,C,1042200,1,212405,101,5,24.0,44.0,1,3,0,1,97,0,0,0,5150.0,10,0,1,202208,0,5,5150.0,Analista de Desenvolvimento de Sistemas
902711,202208,3,35,355030,S,9511800,1,212405,101,8,42.0,44.0,1,1,0,1,97,0,0,0,7500.0,6,0,1,202208,0,5,7500.0,Analista de Desenvolvimento de Sistemas
902713,202208,3,35,355030,J,6201501,-1,212405,101,3,41.0,40.0,1,1,0,1,31,0,0,0,4169.33,9,0,1,202208,0,5,4169.33,Analista de Desenvolvimento de Sistemas
902719,202208,3,35,355030,J,6204000,1,212405,101,5,32.0,40.0,1,1,0,1,97,0,0,0,16000.0,9,0,1,202208,0,5,16000.0,Analista de Desenvolvimento de Sistemas
902721,202208,3,35,355030,K,6630400,-1,212405,101,5,26.0,40.0,3,1,0,1,40,0,0,0,8000.0,5,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
902723,202208,3,35,355030,J,6209100,1,212405,101,5,42.0,40.0,6,1,0,1,97,0,0,0,8500.0,9,0,1,202208,0,5,8500.0,Analista de Desenvolvimento de Sistemas
902725,202208,3,35,355030,J,6203100,-1,212405,101,5,26.0,44.0,3,1,0,1,31,0,0,0,8970.6,8,0,1,202208,0,5,8970.6,Analista de Desenvolvimento de Sistemas
902726,202208,3,35,355030,N,7820500,-1,212405,106,5,24.0,40.0,6,1,0,1,43,0,0,0,7266.96,10,0,1,202208,0,5,7266.96,Analista de Desenvolvimento de Sistemas
902727,202208,3,35,355030,N,8211300,1,212405,101,5,33.0,44.0,1,1,0,1,97,0,0,0,11500.0,7,0,1,202208,0,5,11500.0,Analista de Desenvolvimento de Sistemas
902728,202208,3,35,355030,N,7820500,-1,212405,101,5,33.0,40.0,1,1,0,1,31,0,0,0,3144.9,10,0,1,202208,0,5,3144.9,Analista de Desenvolvimento de Sistemas
902729,202208,3,35,355030,J,6209100,-1,212405,101,4,33.0,40.0,1,1,0,1,40,0,0,0,10000.0,7,0,1,202208,0,5,10000.0,Analista de Desenvolvimento de Sistemas
902730,202208,3,35,355030,J,6319400,1,212405,101,5,24.0,44.0,3,3,0,1,97,0,0,0,2500.0,6,0,1,202208,0,5,2500.0,Analista de Desenvolvimento de Sistemas
902732,202208,3,35,355030,K,6619305,-1,212405,101,5,24.0,44.0,1,3,0,1,40,0,0,0,7094.0,9,0,1,202208,0,5,7094.0,Analista de Desenvolvimento de Sistemas
902739,202208,3,35,355030,J,6201501,1,212405,101,3,27.0,44.0,3,1,0,1,97,0,0,0,2000.0,6,0,1,202208,0,5,2000.0,Analista de Desenvolvimento de Sistemas
902743,202208,3,35,355030,G,4651601,1,212405,101,4,21.0,44.0,1,1,0,1,97,0,0,0,2234.6,3,0,1,202208,0,5,2234.6,Analista de Desenvolvimento de Sistemas
902744,202208,3,35,355030,J,6204000,-1,212405,101,5,25.0,44.0,1,1,0,1,40,0,0,9,4701.49,10,0,1,202208,0,5,4701.49,Analista de Desenvolvimento de Sistemas
902748,202208,3,35,355030,J,6201501,-1,212405,101,5,31.0,44.0,3,1,0,1,43,0,0,0,2707.72,8,0,1,202208,0,5,2707.72,Analista de Desenvolvimento de Sistemas
902753,202208,3,35,355030,K,6619305,-1,212405,101,5,31.0,44.0,3,1,0,1,40,0,0,0,8587.0,9,0,1,202208,0,5,8587.0,Analista de Desenvolvimento de Sistemas
902761,202208,3,35,355030,J,6201501,1,212405,101,5,35.0,40.0,1,1,0,1,97,0,0,0,3200.0,6,0,1,202208,0,5,3200.0,Analista de Desenvolvimento de Sistemas
902763,202208,3,35,355030,J,6209100,1,212405,101,3,27.0,44.0,6,3,0,1,97,0,0,0,1773.98,1,0,1,202208,0,5,1773.98,Analista de Desenvolvimento de Sistemas
902764,202208,3,35,355030,J,6201501,-1,212405,101,8,63.0,40.0,1,3,0,1,40,0,0,0,5460.14,9,0,1,202208,0,5,5460.14,Analista de Desenvolvimento de Sistemas
902767,202208,3,35,355030,J,6201501,1,212405,101,5,28.0,40.0,2,1,0,1,97,1,0,0,15611.5,8,0,1,202208,0,5,15611.5,Analista de Desenvolvimento de Sistemas
902771,202208,3,35,355030,J,6201501,1,212405,101,5,23.0,40.0,3,1,0,1,97,0,0,0,8000.0,10,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
902772,202208,3,35,355030,J,6209100,1,212405,101,3,25.0,44.0,3,1,0,1,97,0,0,0,9500.0,10,0,1,202208,0,5,9500.0,Analista de Desenvolvimento de Sistemas
902774,202208,3,35,355030,J,6209100,-1,212405,101,4,28.0,44.0,1,1,0,1,40,0,0,0,3270.0,4,0,1,202208,0,5,3270.0,Analista de Desenvolvimento de Sistemas
902777,202208,3,35,355030,J,6202300,-1,212405,101,5,26.0,40.0,3,1,0,1,40,0,0,0,2804.03,5,0,1,202208,0,5,2804.03,Analista de Desenvolvimento de Sistemas
902778,202208,3,35,355030,N,8211300,-1,212405,101,5,24.0,40.0,1,1,0,1,40,0,0,0,5400.71,10,0,1,202208,0,5,5400.71,Analista de Desenvolvimento de Sistemas
902783,202208,3,35,355030,J,6204000,1,212405,101,5,46.0,44.0,3,1,0,1,97,0,0,9,9000.0,10,0,1,202208,0,5,9000.0,Analista de Desenvolvimento de Sistemas
902784,202208,3,35,355030,K,6463800,1,212405,101,4,33.0,44.0,1,1,0,1,97,0,0,0,14500.0,7,0,1,202208,0,5,14500.0,Analista de Desenvolvimento de Sistemas
902790,202208,3,35,355030,N,8291100,-1,212405,101,4,23.0,44.0,3,1,0,1,40,0,0,0,5833.42,7,0,1,202208,0,5,5833.42,Analista de Desenvolvimento de Sistemas
902792,202208,3,35,355030,J,6202300,-1,212405,101,5,60.0,40.0,1,3,0,1,31,0,0,0,2480.08,6,0,1,202208,0,5,2480.08,Analista de Desenvolvimento de Sistemas
902793,202208,3,35,355030,J,6204000,1,212405,101,5,29.0,40.0,1,1,0,1,97,0,0,0,14000.0,7,0,1,202208,0,5,14000.0,Analista de Desenvolvimento de Sistemas
902804,202208,3,35,355030,L,6821802,-1,212405,101,3,29.0,44.0,6,1,0,1,40,0,0,0,14338.91,10,0,1,202208,0,5,14338.91,Analista de Desenvolvimento de Sistemas
902810,202208,3,35,355030,K,6613400,1,212405,101,5,31.0,44.0,6,1,0,1,97,0,0,9,14335.49,10,0,1,202208,0,5,14335.49,Analista de Desenvolvimento de Sistemas
902811,202208,3,35,355030,K,6630400,-1,212405,101,4,30.0,40.0,6,1,0,1,40,0,0,0,11500.0,5,0,1,202208,0,5,11500.0,Analista de Desenvolvimento de Sistemas
902813,202208,3,35,355030,J,6209100,-1,212405,101,5,43.0,40.0,6,1,0,1,43,0,0,0,9349.2,9,0,1,202208,0,5,9349.2,Analista de Desenvolvimento de Sistemas
902816,202208,3,35,355030,J,6201501,1,212405,101,4,27.0,40.0,1,1,0,1,97,0,0,0,10000.0,8,0,1,202208,0,5,10000.0,Analista de Desenvolvimento de Sistemas
902820,202208,3,35,355030,J,6202300,1,212405,101,4,24.0,40.0,6,1,0,1,97,0,0,0,2611.6,7,0,1,202208,0,5,2611.6,Analista de Desenvolvimento de Sistemas
902822,202208,3,35,355030,J,6204000,1,212405,101,4,33.0,40.0,1,1,0,1,97,0,0,0,2836.29,7,0,1,202208,0,5,2836.29,Analista de Desenvolvimento de Sistemas
902824,202208,3,35,355030,J,6203100,1,212405,101,5,30.0,40.0,1,3,0,1,97,0,0,0,5124.0,7,0,1,202208,0,5,5124.0,Analista de Desenvolvimento de Sistemas
902826,202208,3,35,355030,K,6612601,1,212405,101,5,23.0,44.0,1,3,0,1,97,0,0,9,7000.0,10,0,1,202208,0,5,7000.0,Analista de Desenvolvimento de Sistemas
902828,202208,3,35,355030,S,9511800,-1,212405,101,3,27.0,40.0,6,1,0,1,40,0,0,0,2066.34,5,0,1,202208,0,5,2066.34,Analista de Desenvolvimento de Sistemas
902831,202208,3,35,355030,J,6201501,1,212405,101,5,28.0,40.0,1,1,0,1,97,0,0,0,3500.0,7,0,1,202208,0,5,3500.0,Analista de Desenvolvimento de Sistemas
902832,202208,3,35,355030,N,8211300,-1,212405,101,3,31.0,44.0,6,1,0,1,40,0,0,0,9550.0,10,0,1,202208,0,5,9550.0,Analista de Desenvolvimento de Sistemas
902833,202208,3,35,355030,M,7020400,-1,212405,101,5,32.0,40.0,6,1,0,1,31,0,0,0,8000.0,8,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
902835,202208,3,35,355030,J,6201501,-1,212405,101,4,26.0,40.0,3,3,0,1,31,0,0,0,2530.0,6,0,1,202208,0,5,2530.0,Analista de Desenvolvimento de Sistemas
902838,202208,3,35,355030,J,6203100,-1,212405,101,3,24.0,44.0,1,3,0,1,31,0,0,0,11146.09,8,0,1,202208,0,5,11146.09,Analista de Desenvolvimento de Sistemas
902841,202208,3,35,355030,G,4771701,1,212405,101,5,54.0,44.0,3,1,0,1,97,0,0,0,15000.0,10,0,1,202208,0,5,15000.0,Analista de Desenvolvimento de Sistemas
902842,202208,3,35,355030,J,6209100,1,212405,101,5,32.0,44.0,3,1,0,1,97,0,0,0,12900.0,10,0,1,202208,0,5,12900.0,Analista de Desenvolvimento de Sistemas
902855,202208,3,35,355030,J,6201501,1,212405,101,3,31.0,40.0,3,1,0,1,97,0,0,0,9800.0,10,0,1,202208,0,5,9800.0,Analista de Desenvolvimento de Sistemas
902856,202208,3,35,355030,K,6422100,1,212405,101,5,36.0,44.0,1,1,0,1,97,0,0,0,6129.03,7,0,1,202208,0,5,6129.03,Analista de Desenvolvimento de Sistemas
