,competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo,Descrição
942454,202206,3,35,355030,J,6311900,1,212405,101,8,39.0,40.0,1,1,0,1,97,0,0,0,14000.0,6,0,1,202206,0,5,14000.0,Analista de Desenvolvimento de Sistemas
942458,202206,3,35,355030,J,6209100,1,212405,101,5,28.0,40.0,6,1,0,1,97,0,0,0,8000.0,9,0,1,202206,0,5,8000.0,Analista de Desenvolvimento de Sistemas
942460,202206,3,35,355030,J,6201501,-1,212405,101,5,37.0,40.0,3,1,0,1,31,0,0,0,7634.18,9,0,1,202206,0,5,7634.18,Analista de Desenvolvimento de Sistemas
942462,202206,3,35,355030,N,8291100,1,212405,101,8,45.0,40.0,6,1,0,1,97,0,0,0,10500.0,7,0,1,202206,0,5,10500.0,Analista de Desenvolvimento de Sistemas
942466,202206,3,35,355030,M,7490104,1,212405,101,6,31.0,40.0,1,3,0,1,97,0,0,0,10000.0,7,0,1,202206,0,5,10000.0,Analista de Desenvolvimento de Sistemas
942468,202206,3,35,355030,N,8211300,-1,212405,101,5,22.0,44.0,1,3,0,1,31,0,0,0,2200.0,1,0,1,202206,0,5,2200.0,Analista de Desenvolvimento de Sistemas
942470,202206,3,35,355030,S,9493600,1,212405,101,3,39.0,44.0,6,1,0,1,97,0,0,0,3216.0,6,0,1,202206,0,5,3216.0,Analista de Desenvolvimento de Sistemas
942474,202206,3,35,355030,J,6202300,1,212405,101,8,28.0,40.0,1,1,0,1,97,0,0,0,8384.0,10,0,1,202206,0,5,8384.0,Analista de Desenvolvimento de Sistemas
942476,202206,3,35,355030,M,6920602,-1,212405,101,8,29.0,40.0,1,1,0,1,40,0,0,0,3500.0,10,0,1,202206,0,5,3500.0,Analista de Desenvolvimento de Sistemas
942477,202206,3,35,355030,N,8211300,-1,212405,101,5,27.0,44.0,1,3,0,1,40,0,0,0,5545.35,10,0,1,202206,0,5,5545.35,Analista de Desenvolvimento de Sistemas
942479,202206,3,35,355030,R,9313100,-1,212405,101,8,38.0,44.0,3,1,0,1,40,0,0,0,9045.0,6,0,1,202206,0,5,9045.0,Analista de Desenvolvimento de Sistemas
942483,202206,3,35,355030,J,6201501,-1,212405,101,5,67.0,40.0,1,1,0,1,31,0,0,0,7000.0,6,0,1,202206,0,5,7000.0,Analista de Desenvolvimento de Sistemas
942484,202206,3,35,355030,J,6311900,1,212405,101,5,35.0,40.0,1,1,0,1,97,0,0,0,10805.93,9,0,1,202206,0,5,10805.93,Analista de Desenvolvimento de Sistemas
942487,202206,3,35,355030,N,8211300,-1,212405,101,4,23.0,44.0,1,3,0,1,40,0,0,0,6325.29,10,0,1,202206,0,5,6325.29,Analista de Desenvolvimento de Sistemas
942489,202206,3,35,355030,N,8211300,-1,212405,101,5,28.0,44.0,1,1,0,1,31,0,0,0,4719.36,8,0,1,202206,0,5,4719.36,Analista de Desenvolvimento de Sistemas
942490,202206,3,35,355030,M,7020400,1,212405,101,4,23.0,30.0,1,1,0,1,97,0,0,1,2498.59,10,0,1,202206,0,5,2498.59,Analista de Desenvolvimento de Sistemas
942492,202206,3,35,355030,J,6203100,-1,212405,101,3,33.0,40.0,6,1,0,1,40,0,0,0,4894.0,7,0,1,202206,0,5,4894.0,Analista de Desenvolvimento de Sistemas
942494,202206,3,35,355030,J,6203100,-1,212405,101,5,42.0,44.0,3,1,0,1,31,0,0,9,9363.6,10,0,1,202206,0,5,9363.6,Analista de Desenvolvimento de Sistemas
942497,202206,3,35,355030,J,6202300,1,212405,101,4,21.0,40.0,3,3,0,1,97,0,0,0,3100.0,5,0,1,202206,0,5,3100.0,Analista de Desenvolvimento de Sistemas
942498,202206,3,35,355030,N,7740300,-1,212405,101,8,43.0,44.0,1,1,0,1,40,0,0,0,10480.35,8,0,1,202206,0,5,10480.35,Analista de Desenvolvimento de Sistemas
942503,202206,3,35,355030,M,7490104,-1,212405,101,4,25.0,44.0,6,3,0,1,40,0,0,9,4690.5,10,0,1,202206,0,5,4690.5,Analista de Desenvolvimento de Sistemas
942504,202206,3,35,355030,J,6201501,1,212405,101,4,22.0,40.0,3,1,0,1,97,0,0,0,4100.0,7,0,1,202206,0,5,4100.0,Analista de Desenvolvimento de Sistemas
942506,202206,3,35,355030,N,8211300,-1,212405,101,8,28.0,44.0,1,1,0,1,40,0,0,0,7208.95,10,0,1,202206,0,5,7208.95,Analista de Desenvolvimento de Sistemas
942507,202206,3,35,355030,J,6202300,1,212405,101,5,34.0,40.0,1,3,0,1,97,0,0,0,4000.0,7,0,1,202206,0,5,4000.0,Analista de Desenvolvimento de Sistemas
942508,202206,3,35,355030,Q,8610101,-1,212405,101,7,34.0,40.0,1,1,0,1,40,0,0,0,16316.25,10,0,1,202206,0,5,16316.25,Analista de Desenvolvimento de Sistemas
942512,202206,3,35,355030,J,6311900,1,212405,101,3,23.0,30.0,1,1,0,1,97,0,0,0,2000.0,6,0,1,202206,0,5,2000.0,Analista de Desenvolvimento de Sistemas
942514,202206,3,35,355030,N,8211300,1,212405,101,5,40.0,44.0,5,1,0,1,97,0,0,0,10500.0,10,0,1,202206,0,5,10500.0,Analista de Desenvolvimento de Sistemas
942517,202206,3,35,355030,J,6202300,1,212405,101,5,34.0,40.0,2,1,0,1,97,0,0,0,2480.08,6,0,1,202206,0,5,2480.08,Analista de Desenvolvimento de Sistemas
942519,202206,3,35,355030,J,6209100,1,212405,101,5,28.0,40.0,1,1,0,1,97,0,0,0,2500.0,3,0,1,202206,0,5,2500.0,Analista de Desenvolvimento de Sistemas
942520,202206,3,35,355030,N,8211300,-1,212405,101,5,36.0,40.0,1,3,0,1,40,0,0,0,3500.0,8,0,1,202206,0,5,3500.0,Analista de Desenvolvimento de Sistemas
942522,202206,3,35,355030,N,8299799,-1,212405,101,5,39.0,44.0,1,1,0,1,40,0,0,9,6773.82,8,0,1,202206,0,5,6773.82,Analista de Desenvolvimento de Sistemas
942523,202206,3,35,355030,J,6311900,-1,212405,101,5,41.0,40.0,1,3,0,1,40,0,0,0,9751.55,8,0,1,202206,0,5,9751.55,Analista de Desenvolvimento de Sistemas
942524,202206,3,35,355030,K,6619302,1,212405,101,4,26.0,44.0,1,1,0,1,97,0,0,0,3500.0,7,0,1,202206,0,5,3500.0,Analista de Desenvolvimento de Sistemas
942528,202206,3,35,355030,J,6203100,1,212405,101,5,31.0,40.0,1,1,0,1,97,0,0,0,4372.0,7,0,1,202206,0,5,4372.0,Analista de Desenvolvimento de Sistemas
942532,202206,3,35,355030,N,7740300,-1,212405,101,5,27.0,42.5,6,1,0,1,40,0,0,0,9500.0,9,0,1,202206,0,5,9500.0,Analista de Desenvolvimento de Sistemas
942535,202206,3,35,355030,J,6202300,1,212405,101,4,24.0,44.0,3,1,0,1,97,0,0,0,2896.0,5,0,1,202206,0,5,2896.0,Analista de Desenvolvimento de Sistemas
942537,202206,3,35,355030,M,7020400,1,212405,101,6,35.0,40.0,1,1,0,1,97,0,0,0,11500.0,10,0,1,202206,0,5,11500.0,Analista de Desenvolvimento de Sistemas
942542,202206,3,35,355030,J,6203100,-1,212405,101,5,35.0,40.0,1,1,0,1,31,0,0,0,4883.52,10,0,1,202206,0,5,4883.52,Analista de Desenvolvimento de Sistemas
942543,202206,3,35,355030,K,6612603,1,212405,101,4,24.0,30.0,4,3,0,1,97,0,0,0,4114.29,7,0,1,202206,0,5,4114.29,Analista de Desenvolvimento de Sistemas
942544,202206,3,35,355030,N,8211300,-1,212405,101,5,29.0,44.0,3,1,0,1,40,0,0,0,6465.77,10,0,1,202206,0,5,6465.77,Analista de Desenvolvimento de Sistemas
942548,202206,3,35,355030,J,6201501,-1,212405,101,5,32.0,40.0,3,1,0,1,31,0,0,0,2942.24,8,0,1,202206,0,5,2942.24,Analista de Desenvolvimento de Sistemas
942555,202206,3,35,355030,J,6202300,1,212405,101,5,29.0,40.0,3,1,0,1,97,0,0,0,7166.0,10,0,1,202206,0,5,7166.0,Analista de Desenvolvimento de Sistemas
942558,202206,3,35,355030,K,6619399,1,212405,101,5,27.0,44.0,1,1,0,1,97,0,0,0,10438.4,10,0,1,202206,0,5,10438.4,Analista de Desenvolvimento de Sistemas
942559,202206,3,35,355030,J,6204000,-1,212405,101,5,46.0,40.0,1,1,0,1,40,0,0,0,10800.0,5,0,1,202206,0,5,10800.0,Analista de Desenvolvimento de Sistemas
942560,202206,3,35,355030,M,7490104,1,212405,101,5,23.0,44.0,1,1,0,1,97,0,0,0,6600.0,7,0,1,202206,0,5,6600.0,Analista de Desenvolvimento de Sistemas
942561,202206,3,35,355030,J,6201501,1,212405,101,4,22.0,40.0,1,1,0,1,97,0,0,0,3500.0,8,0,1,202206,0,5,3500.0,Analista de Desenvolvimento de Sistemas
942566,202206,3,35,355030,J,6201501,1,212405,101,5,52.0,40.0,1,3,0,1,97,0,0,0,5638.61,9,0,1,202206,0,5,5638.61,Analista de Desenvolvimento de Sistemas
942572,202206,3,35,355030,J,6202300,1,212405,101,4,21.0,40.0,1,1,0,1,97,0,0,0,4000.0,1,0,1,202206,0,5,4000.0,Analista de Desenvolvimento de Sistemas
942574,202206,3,35,355030,M,7020400,1,212405,101,5,39.0,44.0,3,3,0,1,97,0,0,0,12000.0,10,0,1,202206,0,5,12000.0,Analista de Desenvolvimento de Sistemas
942575,202206,3,35,355030,C,1412601,1,212405,101,5,27.0,44.0,4,3,0,1,97,0,0,0,8000.0,7,0,1,202206,0,5,8000.0,Analista de Desenvolvimento de Sistemas
942577,202206,3,35,355030,K,6613400,-1,212405,101,5,36.0,40.0,3,1,0,1,31,0,0,0,6500.0,7,0,1,202206,0,5,6500.0,Analista de Desenvolvimento de Sistemas
942578,202206,3,35,355030,K,6613400,1,212405,101,5,38.0,44.0,1,1,0,1,97,0,0,9,10425.81,10,0,1,202206,0,5,10425.81,Analista de Desenvolvimento de Sistemas
942582,202206,3,35,355030,J,6201501,1,212405,101,5,22.0,40.0,1,1,0,1,97,0,0,0,10000.0,8,0,1,202206,0,5,10000.0,Analista de Desenvolvimento de Sistemas
942585,202206,3,35,355030,G,4754701,1,212405,101,5,31.0,40.0,1,3,0,1,97,0,0,0,6641.1,8,0,1,202206,0,5,6641.1,Analista de Desenvolvimento de Sistemas
942586,202206,3,35,355030,J,6202300,-1,212405,101,3,22.0,40.0,6,1,0,1,40,0,0,0,2200.0,8,0,1,202206,0,5,2200.0,Analista de Desenvolvimento de Sistemas
942587,202206,3,35,355030,J,6201501,1,212405,101,4,20.0,40.0,1,1,0,1,97,0,0,0,3500.0,5,0,1,202206,0,5,3500.0,Analista de Desenvolvimento de Sistemas
942589,202206,3,35,355030,J,6204000,1,212405,101,4,24.0,44.0,3,1,0,1,97,3,0,9,3300.0,10,0,1,202206,0,5,3300.0,Analista de Desenvolvimento de Sistemas
942595,202206,3,35,355030,N,8211300,1,212405,101,5,36.0,40.0,1,1,0,1,97,0,0,0,17710.0,9,0,1,202206,0,5,17710.0,Analista de Desenvolvimento de Sistemas
942600,202206,3,35,355030,J,6204000,1,212405,101,4,23.0,40.0,6,1,0,1,97,0,0,0,4132.0,7,0,1,202206,0,5,4132.0,Analista de Desenvolvimento de Sistemas
942602,202206,3,35,355030,M,7490104,-1,212405,101,5,24.0,44.0,1,1,0,1,40,0,0,0,7143.0,6,0,1,202206,0,5,7143.0,Analista de Desenvolvimento de Sistemas
942606,202206,3,35,355030,J,6204000,-1,212405,101,3,38.0,40.0,6,3,0,1,40,0,0,0,2500.0,5,0,1,202206,0,5,2500.0,Analista de Desenvolvimento de Sistemas
942610,202206,3,35,355030,N,8211300,1,212405,101,8,36.0,44.0,1,1,0,1,97,0,0,0,15500.0,10,0,1,202206,0,5,15500.0,Analista de Desenvolvimento de Sistemas
942615,202206,3,35,355030,N,8211300,-1,212405,101,5,44.0,44.0,1,3,0,1,31,0,0,0,12900.0,10,0,1,202206,0,5,12900.0,Analista de Desenvolvimento de Sistemas
942617,202206,3,35,355030,M,7112000,-1,212405,101,5,33.0,40.0,1,1,0,1,31,0,0,0,5308.0,7,0,1,202206,0,5,5308.0,Analista de Desenvolvimento de Sistemas
942618,202206,3,35,355030,N,7820500,1,212405,106,5,25.0,36.0,1,1,0,1,97,0,0,0,1600.0,7,0,1,202206,0,5,1600.0,Analista de Desenvolvimento de Sistemas
942620,202206,3,35,355030,K,6422100,1,212405,101,4,22.0,44.0,1,1,0,1,97,0,0,0,5545.36,10,0,1,202206,0,5,5545.36,Analista de Desenvolvimento de Sistemas
942621,202206,3,35,355030,J,6201501,-1,212405,101,5,42.0,40.0,3,1,0,1,40,0,0,0,5084.5,8,0,1,202206,0,5,5084.5,Analista de Desenvolvimento de Sistemas
942623,202206,3,35,355030,J,6203100,1,212405,101,4,28.0,44.0,6,3,0,1,97,0,0,0,7280.0,8,0,1,202206,0,5,7280.0,Analista de Desenvolvimento de Sistemas
942628,202206,3,35,355030,J,6202300,-1,212405,101,5,29.0,40.0,1,1,0,1,31,0,0,0,1846.04,6,0,1,202206,0,5,1846.04,Analista de Desenvolvimento de Sistemas
942636,202206,3,35,355030,K,6422100,1,212405,101,6,24.0,44.0,1,3,0,1,97,1,0,0,8538.46,9,0,1,202206,0,5,8538.46,Analista de Desenvolvimento de Sistemas
942637,202206,3,35,355030,J,6204000,1,212405,101,4,24.0,40.0,3,1,0,1,97,0,0,0,12000.0,7,0,1,202206,0,5,12000.0,Analista de Desenvolvimento de Sistemas
942641,202206,3,35,355030,N,8211300,1,212405,101,4,19.0,20.0,1,1,0,1,97,0,0,1,3066.67,10,0,1,202206,0,5,3066.67,Analista de Desenvolvimento de Sistemas
942642,202206,3,35,355030,J,6209100,-1,212405,101,4,39.0,44.0,2,1,0,1,40,0,0,0,14500.0,9,0,1,202206,0,5,14500.0,Analista de Desenvolvimento de Sistemas
942644,202206,3,35,355030,Q,8610101,-1,212405,101,8,26.0,44.0,1,1,0,1,31,0,0,0,7452.68,10,0,1,202206,0,5,7452.68,Analista de Desenvolvimento de Sistemas
942647,202206,3,35,355030,N,8211300,1,212405,101,5,26.0,20.0,1,3,0,1,97,0,0,1,3066.67,10,0,1,202206,0,5,3066.67,Analista de Desenvolvimento de Sistemas
942656,202206,3,35,355030,J,6319400,-1,212405,101,4,23.0,44.0,1,1,0,1,40,0,0,0,4500.0,7,0,1,202206,0,5,4500.0,Analista de Desenvolvimento de Sistemas
942657,202206,3,35,355030,K,6630400,-1,212405,101,3,30.0,44.0,6,1,0,1,31,0,0,0,7060.2,4,0,1,202206,0,5,7060.2,Analista de Desenvolvimento de Sistemas
942659,202206,3,35,355030,N,7740300,1,212405,101,3,28.0,42.5,1,3,0,1,97,0,0,0,12000.0,9,0,1,202206,0,5,12000.0,Analista de Desenvolvimento de Sistemas
942660,202206,3,35,355030,J,6209100,-1,212405,101,2,44.0,40.0,3,1,0,1,40,0,0,0,15989.25,7,0,1,202206,0,5,15989.25,Analista de Desenvolvimento de Sistemas
942661,202206,3,35,355030,K,6619399,-1,212405,101,5,37.0,44.0,1,3,0,1,31,0,0,0,3915.45,10,0,1,202206,0,5,3915.45,Analista de Desenvolvimento de Sistemas
942664,202206,3,35,355030,J,6209100,1,212405,101,4,25.0,44.0,1,1,0,1,97,0,0,0,2800.0,2,0,1,202206,0,5,2800.0,Analista de Desenvolvimento de Sistemas
942665,202206,3,35,355030,J,6204000,1,212405,101,5,41.0,40.0,4,1,0,1,97,0,0,0,3300.0,7,0,1,202206,0,5,3300.0,Analista de Desenvolvimento de Sistemas
942671,202206,3,35,355030,J,6209100,1,212405,101,5,43.0,44.0,1,1,0,1,97,0,0,0,8500.0,10,0,1,202206,0,5,8500.0,Analista de Desenvolvimento de Sistemas
942679,202206,3,35,355030,J,6201501,-1,212405,101,5,32.0,40.0,3,3,0,1,40,0,0,0,7511.65,10,0,1,202206,0,5,7511.65,Analista de Desenvolvimento de Sistemas
942681,202206,3,35,355030,J,6203100,-1,212405,101,5,31.0,40.0,3,1,0,1,40,0,0,0,2563.5,5,0,1,202206,0,5,2563.5,Analista de Desenvolvimento de Sistemas
942683,202206,3,35,355030,N,7990200,1,212405,101,5,22.0,40.0,6,1,0,1,97,0,0,0,8336.0,7,0,1,202206,0,5,8336.0,Analista de Desenvolvimento de Sistemas
942687,202206,3,35,355030,J,6203100,-1,212405,101,5,31.0,40.0,3,1,0,1,31,0,0,0,5795.8,10,0,1,202206,0,5,5795.8,Analista de Desenvolvimento de Sistemas
942700,202206,3,35,355030,N,8211300,1,212405,101,5,31.0,36.0,6,1,0,1,97,0,0,0,3066.67,10,0,1,202206,0,5,3066.67,Analista de Desenvolvimento de Sistemas
942701,202206,3,35,355030,J,6201501,-1,212405,101,5,54.0,40.0,1,1,0,1,40,0,0,0,9563.01,10,0,1,202206,0,5,9563.01,Analista de Desenvolvimento de Sistemas
942704,202206,3,35,355030,J,6204000,-1,212405,101,4,30.0,44.0,1,1,0,1,40,0,0,9,3737.09,10,0,1,202206,0,5,3737.09,Analista de Desenvolvimento de Sistemas
942705,202206,3,35,355030,K,6422100,1,212405,101,5,27.0,44.0,2,1,0,1,97,0,0,0,9230.77,9,0,1,202206,0,5,9230.77,Analista de Desenvolvimento de Sistemas
942706,202206,3,35,355030,M,7490104,-1,212405,101,3,25.0,44.0,1,3,0,1,40,0,0,9,9381.0,10,0,1,202206,0,5,9381.0,Analista de Desenvolvimento de Sistemas
942708,202206,3,35,355030,N,8211300,1,212405,101,4,26.0,44.0,1,1,0,1,97,0,0,0,9900.0,10,0,1,202206,0,5,9900.0,Analista de Desenvolvimento de Sistemas
942710,202206,3,35,355030,N,7740300,1,212405,101,5,31.0,42.5,1,1,0,1,97,0,0,0,12000.0,9,0,1,202206,0,5,12000.0,Analista de Desenvolvimento de Sistemas
942716,202206,3,35,355030,J,6209100,1,212405,101,5,34.0,44.0,1,1,0,1,97,0,0,0,14300.0,10,0,1,202206,0,5,14300.0,Analista de Desenvolvimento de Sistemas
942717,202206,3,35,355030,K,6611803,1,212405,101,8,31.0,40.0,6,1,0,1,97,3,0,0,5700.0,10,0,1,202206,0,5,5700.0,Analista de Desenvolvimento de Sistemas
942721,202206,3,35,355030,J,6203100,-1,212405,101,5,25.0,40.0,6,1,0,1,40,0,0,0,7881.0,6,0,1,202206,0,5,7881.0,Analista de Desenvolvimento de Sistemas
942723,202206,3,35,355030,J,6201501,-1,212405,101,5,40.0,44.0,3,1,0,1,31,0,0,9,3391.0,5,0,1,202206,0,5,3391.0,Analista de Desenvolvimento de Sistemas
942727,202206,3,35,355030,J,6204000,-1,212405,101,4,35.0,40.0,3,1,0,1,40,0,0,0,2250.0,7,0,1,202206,0,5,2250.0,Analista de Desenvolvimento de Sistemas
942728,202206,3,35,355030,C,1621800,1,212405,101,8,35.0,44.0,1,1,0,1,97,0,0,0,10300.0,9,0,1,202206,0,5,10300.0,Analista de Desenvolvimento de Sistemas
942732,202206,3,35,355030,N,7820500,1,212405,101,5,32.0,40.0,3,3,0,1,97,0,0,0,4500.0,9,0,1,202206,0,5,4500.0,Analista de Desenvolvimento de Sistemas
942736,202206,3,35,355030,N,7740300,-1,212405,101,8,32.0,44.0,1,1,0,1,40,0,0,0,7848.6,5,0,1,202206,0,5,7848.6,Analista de Desenvolvimento de Sistemas
942738,202206,3,35,355030,J,6201501,-1,212405,101,5,29.0,44.0,6,1,0,1,40,0,0,0,2000.0,5,0,1,202206,0,5,2000.0,Analista de Desenvolvimento de Sistemas
942742,202206,3,35,355030,J,6209100,-1,212405,101,8,32.0,40.0,1,1,0,1,31,0,0,0,13271.4,7,0,1,202206,0,5,13271.4,Analista de Desenvolvimento de Sistemas
942750,202206,3,35,355030,J,6201501,-1,212405,101,5,28.0,40.0,1,1,0,1,40,0,0,0,2071.01,7,0,1,202206,0,5,2071.01,Analista de Desenvolvimento de Sistemas
942757,202206,3,35,355030,K,6630400,1,212405,101,5,28.0,44.0,1,1,0,1,97,0,0,0,4800.0,5,0,1,202206,0,5,4800.0,Analista de Desenvolvimento de Sistemas
942758,202206,3,35,355030,J,6209100,-1,212405,101,5,37.0,40.0,1,1,0,1,31,0,0,0,7118.53,9,0,1,202206,0,5,7118.53,Analista de Desenvolvimento de Sistemas
942759,202206,3,35,355030,J,6190601,1,212405,101,3,27.0,40.0,3,1,0,1,97,0,0,0,2400.0,4,0,1,202206,0,5,2400.0,Analista de Desenvolvimento de Sistemas
942760,202206,3,35,355030,J,6204000,1,212405,101,5,26.0,40.0,1,1,0,1,97,0,0,0,6203.2,10,0,1,202206,0,5,6203.2,Analista de Desenvolvimento de Sistemas
942762,202206,3,35,355030,J,6202300,-1,212405,101,5,35.0,40.0,3,3,0,1,40,0,0,0,2480.08,6,0,1,202206,0,5,2480.08,Analista de Desenvolvimento de Sistemas
942766,202206,3,35,355030,J,6204000,-1,212405,101,3,19.0,40.0,1,3,0,1,31,0,0,0,2250.0,7,0,1,202206,0,5,2250.0,Analista de Desenvolvimento de Sistemas
942768,202206,3,35,355030,N,7740300,1,212405,101,5,33.0,42.5,3,1,0,1,97,0,0,0,11300.0,9,0,1,202206,0,5,11300.0,Analista de Desenvolvimento de Sistemas
942769,202206,3,35,355030,J,6202300,1,212405,101,3,59.0,40.0,2,1,0,1,97,0,0,0,17000.0,9,0,1,202206,0,5,17000.0,Analista de Desenvolvimento de Sistemas
942772,202206,3,35,355030,G,4781400,-1,212405,101,5,39.0,44.0,1,1,0,1,31,0,0,9,12000.0,10,0,1,202206,0,5,12000.0,Analista de Desenvolvimento de Sistemas
942773,202206,3,35,355030,J,6201501,1,212405,101,5,51.0,40.0,3,3,0,1,97,0,0,0,3500.0,10,0,1,202206,0,5,3500.0,Analista de Desenvolvimento de Sistemas
942776,202206,3,35,355030,J,6204000,-1,212405,101,7,31.0,40.0,3,3,0,1,40,0,0,0,8500.0,7,0,1,202206,0,5,8500.0,Analista de Desenvolvimento de Sistemas
942777,202206,3,35,355030,J,6203100,-1,212405,101,5,26.0,40.0,1,1,0,1,40,0,0,0,13033.58,10,0,1,202206,0,5,13033.58,Analista de Desenvolvimento de Sistemas
942780,202206,3,35,355030,K,6622300,1,212405,101,5,32.0,40.0,4,3,0,1,97,0,0,0,3718.0,6,0,1,202206,0,5,3718.0,Analista de Desenvolvimento de Sistemas
942781,202206,3,35,355030,J,6201501,1,212405,101,5,40.0,40.0,1,3,0,1,97,0,0,0,6000.0,10,0,1,202206,0,5,6000.0,Analista de Desenvolvimento de Sistemas
942783,202206,3,35,355030,J,6204000,-1,212405,101,8,36.0,40.0,1,1,0,1,40,0,0,0,2250.0,7,0,1,202206,0,5,2250.0,Analista de Desenvolvimento de Sistemas
942793,202206,3,35,355030,J,6202300,-1,212405,101,4,24.0,40.0,1,1,0,1,40,0,0,0,3215.45,6,0,1,202206,0,5,3215.45,Analista de Desenvolvimento de Sistemas
942796,202206,3,35,355030,G,4751201,1,212405,101,5,32.0,44.0,6,1,0,1,97,0,0,0,2852.82,4,0,1,202206,0,5,2852.82,Analista de Desenvolvimento de Sistemas
942797,202206,3,35,355030,N,8299799,1,212405,101,5,33.0,44.0,3,1,0,1,97,0,0,9,3425.0,9,0,1,202206,0,5,3425.0,Analista de Desenvolvimento de Sistemas
942798,202206,3,35,355030,J,6209100,-1,212405,101,4,25.0,40.0,3,1,0,1,31,0,0,0,6000.0,9,0,1,202206,0,5,6000.0,Analista de Desenvolvimento de Sistemas
942803,202206,3,35,355030,C,1071600,-1,212405,101,5,37.0,44.0,1,1,0,1,40,0,0,0,12473.31,10,0,1,202206,0,5,12473.31,Analista de Desenvolvimento de Sistemas
942805,202206,3,35,355030,J,6202300,-1,212405,101,5,42.0,40.0,3,1,0,1,40,0,0,0,24788.26,6,0,1,202206,0,5,24788.26,Analista de Desenvolvimento de Sistemas
942808,202206,3,35,355030,N,8220200,-1,212405,101,5,47.0,44.0,3,1,0,1,40,0,0,0,6528.29,9,0,1,202206,0,5,6528.29,Analista de Desenvolvimento de Sistemas
942814,202206,3,35,355030,N,8211300,-1,212405,101,8,42.0,40.0,1,1,0,1,40,0,0,0,13665.55,9,0,1,202206,0,5,13665.55,Analista de Desenvolvimento de Sistemas
942821,202206,3,35,355030,N,7739099,1,212405,101,8,46.0,44.0,1,3,0,1,97,0,0,0,25500.0,5,0,1,202206,0,5,25500.0,Analista de Desenvolvimento de Sistemas
942822,202206,3,35,355030,J,6204000,-1,212405,101,4,30.0,44.0,2,1,0,1,40,0,0,9,8541.79,10,0,1,202206,0,5,8541.79,Analista de Desenvolvimento de Sistemas
942824,202206,3,35,355030,J,6202300,1,212405,101,4,28.0,40.0,1,1,0,1,97,0,0,0,10000.0,8,0,1,202206,0,5,10000.0,Analista de Desenvolvimento de Sistemas
942828,202206,3,35,355030,J,6209100,1,212405,101,5,31.0,40.0,1,1,0,1,97,0,0,0,12520.19,7,0,1,202206,0,5,12520.19,Analista de Desenvolvimento de Sistemas
942830,202206,3,35,355030,G,4645101,1,212405,101,8,40.0,44.0,2,1,0,1,97,0,0,0,15000.0,9,0,1,202206,0,5,15000.0,Analista de Desenvolvimento de Sistemas
942836,202206,3,35,355030,Q,8610101,-1,212405,101,5,37.0,40.0,3,1,0,1,43,0,0,0,9748.0,10,0,1,202206,0,5,9748.0,Analista de Desenvolvimento de Sistemas
942842,202206,3,35,355030,J,6209100,-1,212405,101,4,44.0,40.0,1,1,0,1,40,0,0,0,1750.63,3,0,1,202206,0,5,1750.63,Analista de Desenvolvimento de Sistemas
942844,202206,3,35,355030,J,6202300,1,212405,101,5,24.0,40.0,1,3,0,1,97,0,0,0,8384.0,10,0,1,202206,0,5,8384.0,Analista de Desenvolvimento de Sistemas
942847,202206,3,35,355030,J,6201501,-1,212405,101,5,36.0,40.0,3,1,0,1,31,0,0,0,9466.88,10,0,1,202206,0,5,9466.88,Analista de Desenvolvimento de Sistemas
942849,202206,3,35,355030,J,6204000,1,212405,101,8,35.0,40.0,3,1,0,1,97,0,0,0,10500.0,10,0,1,202206,0,5,10500.0,Analista de Desenvolvimento de Sistemas
942850,202206,3,35,355030,J,6209100,-1,212405,101,5,38.0,44.0,1,1,0,1,40,0,0,0,13505.39,10,0,1,202206,0,5,13505.39,Analista de Desenvolvimento de Sistemas
942852,202206,3,35,355030,J,6204000,-1,212405,101,6,32.0,40.0,3,1,0,1,90,0,0,0,6050.86,4,0,1,202206,0,5,6050.86,Analista de Desenvolvimento de Sistemas
942854,202206,3,35,355030,K,6462000,1,212405,101,3,21.0,44.0,6,1,0,1,97,0,0,0,3000.0,6,0,1,202206,0,5,3000.0,Analista de Desenvolvimento de Sistemas
942855,202206,3,35,355030,J,6204000,1,212405,101,5,40.0,40.0,6,1,0,1,97,0,0,0,4580.06,5,0,1,202206,0,5,4580.06,Analista de Desenvolvimento de Sistemas
942862,202206,3,35,355030,J,6319400,-1,212405,101,4,24.0,40.0,1,1,0,1,40,0,0,0,7000.0,5,0,1,202206,0,5,7000.0,Analista de Desenvolvimento de Sistemas
942863,202206,3,35,355030,J,6209100,-1,212405,101,5,29.0,40.0,3,1,0,1,40,0,0,0,5508.0,9,0,1,202206,0,5,5508.0,Analista de Desenvolvimento de Sistemas
942864,202206,3,35,355030,J,6110801,-1,212405,101,3,34.0,40.0,2,3,0,1,31,0,0,0,11200.0,10,0,1,202206,0,5,11200.0,Analista de Desenvolvimento de Sistemas
942868,202206,3,35,355030,K,6611803,-1,212405,101,5,31.0,36.0,1,1,0,1,31,0,0,0,4500.0,7,0,1,202206,0,5,4500.0,Analista de Desenvolvimento de Sistemas
