,Unnamed: 0,competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo,Descrição
0,2351401,202207,3,35,355030,J,6201501,1,212415,101,9,35.0,40.0,1,1,0,1,97,0,0,0,5000.0,5,0,1,202207,0,5,5000.0,Analista de Sistemas de Automacao
1,2351413,202207,3,35,355030,J,6204000,1,212415,101,9,34.0,40.0,4,1,0,1,97,0,0,0,8600.0,10,0,1,202207,0,5,8600.0,Analista de Sistemas de Automacao
2,2351418,202207,3,35,355030,J,6201501,-1,212415,101,8,40.0,40.0,3,1,0,1,40,0,0,0,5153.59,7,0,1,202207,0,5,5153.59,Analista de Sistemas de Automacao
3,2351427,202207,3,35,355030,G,4642701,1,212415,101,7,23.0,44.0,6,3,0,1,97,0,0,0,3000.0,3,0,1,202207,0,5,3000.0,Analista de Sistemas de Automacao
4,2351448,202207,3,35,355030,J,6201501,1,212415,101,9,31.0,40.0,1,1,0,1,97,0,0,0,7500.0,9,0,1,202207,0,5,7500.0,Analista de Sistemas de Automacao
5,2351452,202207,3,35,355030,M,7020400,1,212415,101,9,22.0,44.0,1,3,0,1,97,0,0,0,4850.0,2,0,1,202207,0,5,4850.0,Analista de Sistemas de Automacao
6,2351461,202207,3,35,355030,M,7490104,-1,212415,101,8,36.0,44.0,1,1,0,1,40,0,0,0,9000.0,9,0,1,202207,0,5,9000.0,Analista de Sistemas de Automacao
7,2351465,202207,3,35,355030,S,9511800,1,212415,101,9,40.0,44.0,1,3,0,1,97,0,0,0,2750.0,2,0,1,202207,0,5,2750.0,Analista de Sistemas de Automacao
8,2351476,202207,3,35,355030,J,6201501,-1,212415,101,8,33.0,40.0,3,3,0,1,40,0,0,0,5000.0,7,0,1,202207,0,5,5000.0,Analista de Sistemas de Automacao
9,2351478,202207,3,35,355030,J,6201501,-1,212415,101,9,23.0,40.0,1,1,0,1,40,0,0,0,6500.0,5,0,1,202207,0,5,6500.0,Analista de Sistemas de Automacao
10,2351486,202207,3,35,355030,J,6201501,1,212415,101,9,25.0,40.0,1,1,0,1,97,0,0,0,3830.0,9,0,1,202207,0,5,3830.0,Analista de Sistemas de Automacao
11,2351489,202207,3,35,355030,J,6201501,-1,212415,101,9,22.0,40.0,3,1,0,1,31,0,0,0,2233.16,7,0,1,202207,0,5,2233.16,Analista de Sistemas de Automacao
12,2351504,202207,3,35,355030,M,7020400,-1,212415,101,9,35.0,40.0,1,1,0,1,40,0,0,0,7052.5,10,0,1,202207,0,5,7052.5,Analista de Sistemas de Automacao
13,2351505,202207,3,35,355030,J,6201501,-1,212415,101,9,28.0,40.0,1,1,0,1,31,0,0,0,2154.14,8,0,1,202207,0,5,2154.14,Analista de Sistemas de Automacao
14,2351507,202207,3,35,355030,N,8211300,-1,212415,101,9,40.0,44.0,6,1,0,1,43,0,0,0,5000.0,6,0,1,202207,0,5,5000.0,Analista de Sistemas de Automacao
15,2351511,202207,3,35,355030,M,7112000,-1,212415,101,9,30.0,44.0,6,1,0,1,40,0,0,0,6000.0,5,0,1,202207,0,5,6000.0,Analista de Sistemas de Automacao
16,2351516,202207,3,35,355030,J,6202300,-1,212415,101,9,22.0,22.0,6,1,0,1,40,0,0,0,4086.06,3,0,1,202207,0,5,4086.06,Analista de Sistemas de Automacao
17,2351517,202207,3,35,355030,J,6209100,-1,212415,101,80,65.0,40.0,1,1,0,1,40,0,0,0,8000.0,9,0,1,202207,0,5,8000.0,Analista de Sistemas de Automacao
19,2351537,202207,3,35,355030,J,6201501,1,212415,101,9,22.0,40.0,3,1,0,1,97,0,0,0,4681.24,7,0,1,202207,0,5,4681.24,Analista de Sistemas de Automacao
20,2351538,202207,3,35,355030,J,6202300,-1,212415,101,9,31.0,40.0,6,1,0,1,40,0,0,0,3559.15,7,0,1,202207,0,5,3559.15,Analista de Sistemas de Automacao
21,2351541,202207,3,35,355030,N,8211300,1,212415,101,80,32.0,42.0,1,1,0,1,97,0,0,0,8000.0,9,0,1,202207,0,5,8000.0,Analista de Sistemas de Automacao
22,2351544,202207,3,35,355030,J,6201501,-1,212415,101,9,24.0,44.0,1,3,0,1,31,0,0,0,1675.0,5,0,1,202207,0,5,1675.0,Analista de Sistemas de Automacao
23,2351547,202207,3,35,355030,P,8599604,1,212415,101,8,25.0,40.0,6,1,0,1,97,0,0,0,1800.0,1,0,1,202207,0,5,1800.0,Analista de Sistemas de Automacao
24,2351548,202207,3,35,355030,J,6201501,-1,212415,101,9,31.0,40.0,3,1,0,1,31,0,0,0,3500.0,7,0,1,202207,0,5,3500.0,Analista de Sistemas de Automacao
25,2351551,202207,3,35,355030,J,6201501,-1,212415,101,9,34.0,42.0,6,1,0,1,40,0,0,0,5300.0,9,0,1,202207,0,5,5300.0,Analista de Sistemas de Automacao
26,2351554,202207,3,35,355030,C,2121101,1,212415,101,9,45.0,40.0,1,1,0,1,97,0,0,0,6814.0,7,0,1,202207,0,5,6814.0,Analista de Sistemas de Automacao
27,2351556,202207,3,35,355030,J,6201501,1,212415,101,8,23.0,40.0,1,1,0,1,97,0,0,0,3200.0,9,0,1,202207,0,5,3200.0,Analista de Sistemas de Automacao
28,2351558,202207,3,35,355030,J,6203100,1,212415,101,9,26.0,40.0,3,1,0,1,97,0,0,0,6000.0,4,0,1,202207,0,5,6000.0,Analista de Sistemas de Automacao
29,2351560,202207,3,35,355030,J,6201501,-1,212415,101,9,39.0,40.0,1,1,0,1,40,0,0,0,2563.5,7,0,1,202207,0,5,2563.5,Analista de Sistemas de Automacao
30,2351563,202207,3,35,355030,J,6203100,1,212415,101,7,34.0,40.0,3,1,0,1,97,0,0,0,3173.0,4,0,1,202207,0,5,3173.0,Analista de Sistemas de Automacao
31,2351573,202207,3,35,355030,H,4930202,-1,212415,101,8,22.0,44.0,2,1,0,1,40,0,0,0,1470.0,8,0,1,202207,0,5,1470.0,Analista de Sistemas de Automacao
32,2351578,202207,3,35,355030,M,7020400,-1,212415,101,9,46.0,40.0,1,3,0,1,31,0,0,0,6000.0,10,0,1,202207,0,5,6000.0,Analista de Sistemas de Automacao
33,2351584,202207,3,35,355030,J,6209100,1,212415,101,9,39.0,40.0,1,1,0,1,97,0,0,0,7000.0,9,0,1,202207,0,5,7000.0,Analista de Sistemas de Automacao
34,2351585,202207,3,35,355030,J,6201501,1,212415,101,8,21.0,40.0,3,1,0,1,97,0,0,0,6700.0,9,0,1,202207,0,5,6700.0,Analista de Sistemas de Automacao
35,2351588,202207,3,35,355030,G,4757100,1,212415,101,8,21.0,44.0,6,1,0,1,97,0,0,0,2500.0,5,0,1,202207,0,5,2500.0,Analista de Sistemas de Automacao
36,2351612,202207,3,35,355030,J,6201501,-1,212415,101,9,39.0,40.0,3,1,0,1,31,0,0,0,8379.88,7,0,1,202207,0,5,8379.88,Analista de Sistemas de Automacao
37,2351613,202207,3,35,355030,J,6209100,1,212415,101,10,36.0,40.0,2,1,0,1,97,0,0,0,14000.0,10,0,1,202207,0,5,14000.0,Analista de Sistemas de Automacao
38,2351618,202207,3,35,355030,J,6311900,-1,212415,101,9,33.0,36.0,3,1,0,1,40,0,0,0,1795.05,9,0,1,202207,0,5,1795.05,Analista de Sistemas de Automacao
39,2351621,202207,3,35,355030,J,6311900,1,212415,101,7,27.0,40.0,3,1,0,1,97,0,0,0,5000.0,6,0,1,202207,0,5,5000.0,Analista de Sistemas de Automacao
40,2351622,202207,3,35,355030,G,4789099,-1,212415,101,8,26.0,44.0,1,1,0,1,40,0,0,0,1661.0,4,0,1,202207,0,5,1661.0,Analista de Sistemas de Automacao
41,2351624,202207,3,35,355030,J,6201501,-1,212415,101,9,25.0,40.0,6,3,0,1,40,0,0,0,2600.0,5,0,1,202207,0,5,2600.0,Analista de Sistemas de Automacao
42,2351629,202207,3,35,355030,J,6209100,-1,212415,101,9,45.0,40.0,1,1,0,1,31,0,0,0,9640.79,9,0,1,202207,0,5,9640.79,Analista de Sistemas de Automacao
43,2351636,202207,3,35,355030,J,6201501,-1,212415,101,9,41.0,40.0,3,1,0,1,31,0,0,0,10556.86,7,0,1,202207,0,5,10556.86,Analista de Sistemas de Automacao
44,2351640,202207,3,35,355030,J,6209100,-1,212415,101,9,28.0,40.0,1,1,0,1,31,0,0,0,1992.5,6,0,1,202207,0,5,1992.5,Analista de Sistemas de Automacao
45,2351641,202207,3,35,355030,J,6209100,1,212415,101,9,22.0,40.0,3,1,0,1,97,0,0,0,6000.0,9,0,1,202207,0,5,6000.0,Analista de Sistemas de Automacao
46,2351652,202207,3,35,355030,J,6203100,-1,212415,101,80,25.0,40.0,2,1,0,1,40,0,0,0,10566.64,9,0,1,202207,0,5,10566.64,Analista de Sistemas de Automacao
47,2351654,202207,3,35,355030,N,8111700,1,212415,101,2,35.0,40.0,6,1,0,1,97,0,0,0,2000.0,7,0,1,202207,0,5,2000.0,Analista de Sistemas de Automacao
48,2351658,202207,3,35,355030,J,6201501,-1,212415,101,9,36.0,40.0,3,3,0,1,40,0,0,0,3600.0,9,0,1,202207,0,5,3600.0,Analista de Sistemas de Automacao
49,2351660,202207,3,35,355030,J,6204000,1,212415,101,9,27.0,40.0,1,1,0,1,97,0,0,0,10500.0,9,0,1,202207,0,5,10500.0,Analista de Sistemas de Automacao
50,2351664,202207,3,35,355030,J,6209100,1,212415,101,9,30.0,40.0,1,1,0,1,97,0,0,0,7000.0,9,0,1,202207,0,5,7000.0,Analista de Sistemas de Automacao
51,2351670,202207,3,35,355030,N,8220200,-1,212415,101,9,31.0,40.0,1,1,0,1,40,0,0,0,3299.71,10,0,1,202207,0,5,3299.71,Analista de Sistemas de Automacao
52,2351672,202207,3,35,355030,M,7112000,-1,212415,101,7,54.0,30.0,3,1,0,1,40,0,0,0,4526.55,5,0,1,202207,0,5,4526.55,Analista de Sistemas de Automacao
53,2351678,202207,3,35,355030,J,6209100,-1,212415,101,80,27.0,44.0,1,3,0,1,40,0,0,0,4500.0,3,0,1,202207,0,5,4500.0,Analista de Sistemas de Automacao
54,2351685,202207,3,35,355030,J,6204000,1,212415,101,7,40.0,40.0,6,1,0,1,97,0,0,0,4000.0,2,0,1,202207,0,5,4000.0,Analista de Sistemas de Automacao
55,2351688,202207,3,35,355030,M,7490104,-1,212415,101,9,41.0,40.0,1,1,0,1,40,0,0,0,19256.92,8,0,1,202207,0,5,19256.92,Analista de Sistemas de Automacao
56,2351693,202207,3,35,355030,G,4742300,-1,212415,101,8,25.0,44.0,6,1,0,1,31,0,0,0,6518.85,6,0,1,202207,0,5,6518.85,Analista de Sistemas de Automacao
57,2351695,202207,3,35,355030,J,6201501,1,212415,101,9,32.0,40.0,1,3,0,1,97,0,0,0,8000.0,6,0,1,202207,0,5,8000.0,Analista de Sistemas de Automacao
58,2351699,202207,3,35,355030,J,6209100,-1,212415,101,9,35.0,44.0,1,1,0,1,40,0,0,9,13895.08,10,0,1,202207,0,5,13895.08,Analista de Sistemas de Automacao
59,2351701,202207,3,35,355030,J,6209100,-1,212415,101,9,32.0,40.0,1,1,0,1,31,0,0,0,11500.0,9,0,1,202207,0,5,11500.0,Analista de Sistemas de Automacao
60,2351708,202207,3,35,355030,J,6203100,-1,212415,101,9,31.0,40.0,6,3,0,1,40,0,0,0,6285.35,10,0,1,202207,0,5,6285.35,Analista de Sistemas de Automacao
61,2351720,202207,3,35,355030,J,6201501,1,212415,101,80,65.0,40.0,1,1,0,1,97,0,0,0,6019.8,7,0,1,202207,0,5,6019.8,Analista de Sistemas de Automacao
62,2351724,202207,3,35,355030,C,3314799,-1,212415,101,9,27.0,44.0,6,1,0,1,40,0,0,0,5000.0,2,0,1,202207,0,5,5000.0,Analista de Sistemas de Automacao
63,2351727,202207,3,35,355030,N,8299799,-1,212415,101,9,25.0,40.0,1,1,0,1,40,0,0,0,10000.0,9,0,1,202207,0,5,10000.0,Analista de Sistemas de Automacao
64,2351729,202207,3,35,355030,J,6201501,1,212415,101,9,30.0,40.0,1,1,0,1,97,0,0,0,10000.0,7,0,1,202207,0,5,10000.0,Analista de Sistemas de Automacao
65,2351733,202207,3,35,355030,J,6201501,-1,212415,101,8,20.0,40.0,1,1,0,1,31,0,0,0,2545.08,7,0,1,202207,0,5,2545.08,Analista de Sistemas de Automacao
66,2351736,202207,3,35,355030,J,6311900,-1,212415,101,9,34.0,44.0,1,3,0,1,40,0,0,9,3021.9,4,0,1,202207,0,5,3021.9,Analista de Sistemas de Automacao
67,2351742,202207,3,35,355030,J,6311900,-1,212415,101,8,33.0,36.0,1,1,0,1,40,0,0,0,2096.33,9,0,1,202207,0,5,2096.33,Analista de Sistemas de Automacao
68,2351747,202207,3,35,355030,C,2651500,1,212415,101,9,38.0,44.0,1,1,0,1,97,0,0,0,7000.0,6,0,1,202207,0,5,7000.0,Analista de Sistemas de Automacao
69,2351753,202207,3,35,355030,M,7112000,-1,212415,101,9,27.0,44.0,1,1,0,1,40,0,0,0,4950.0,6,0,1,202207,0,5,4950.0,Analista de Sistemas de Automacao
70,2351757,202207,3,35,355030,J,6204000,1,212415,101,9,48.0,40.0,1,1,0,1,97,0,0,0,15400.0,9,0,1,202207,0,5,15400.0,Analista de Sistemas de Automacao
71,2351758,202207,3,35,355030,J,6203100,-1,212415,101,9,57.0,40.0,1,3,0,1,31,0,0,0,7498.78,8,0,1,202207,0,5,7498.78,Analista de Sistemas de Automacao
72,2351759,202207,3,35,355030,J,6201501,1,212415,101,9,24.0,40.0,3,3,0,1,97,0,0,0,4000.0,9,0,1,202207,0,5,4000.0,Analista de Sistemas de Automacao
73,2351763,202207,3,35,355030,J,6201501,-1,212415,101,9,25.0,40.0,1,1,0,1,40,0,0,0,4075.92,7,0,1,202207,0,5,4075.92,Analista de Sistemas de Automacao
74,2351770,202207,3,35,355030,J,6209100,1,212415,101,8,28.0,40.0,1,1,0,1,97,0,0,0,5800.0,9,0,1,202207,0,5,5800.0,Analista de Sistemas de Automacao
75,2351771,202207,3,35,355030,J,6204000,1,212415,101,7,33.0,40.0,3,1,0,1,97,0,0,0,15000.0,9,0,1,202207,0,5,15000.0,Analista de Sistemas de Automacao
76,2351776,202207,3,35,355030,J,6201501,-1,212415,101,7,25.0,40.0,1,1,0,1,40,0,0,0,5500.0,7,0,1,202207,0,5,5500.0,Analista de Sistemas de Automacao
77,2351780,202207,3,35,355030,J,6203100,1,212415,101,9,31.0,40.0,1,3,0,1,97,0,0,0,4000.0,5,0,1,202207,0,5,4000.0,Analista de Sistemas de Automacao
78,2351789,202207,3,35,355030,J,6209100,-1,212415,101,9,22.0,40.0,1,1,0,1,40,0,0,0,11016.0,7,0,1,202207,0,5,11016.0,Analista de Sistemas de Automacao
79,2351795,202207,3,35,355030,G,4742300,1,212415,101,8,30.0,44.0,6,1,0,1,97,0,0,0,2500.0,6,0,1,202207,0,5,2500.0,Analista de Sistemas de Automacao
80,2351796,202207,3,35,355030,H,5250801,1,212415,101,7,23.0,44.0,2,1,0,1,97,0,0,0,1900.0,5,0,1,202207,0,5,1900.0,Analista de Sistemas de Automacao
81,2351801,202207,3,35,355030,J,6201501,-1,212415,101,8,19.0,40.0,1,3,0,1,40,0,0,0,4000.0,7,0,1,202207,0,5,4000.0,Analista de Sistemas de Automacao
82,2351812,202207,3,35,355030,J,6204000,-1,212415,101,9,28.0,40.0,2,3,0,1,40,0,0,0,5374.54,9,0,1,202207,0,5,5374.54,Analista de Sistemas de Automacao
83,2351815,202207,3,35,355030,J,6201501,1,212415,101,9,26.0,40.0,1,1,0,1,97,0,0,0,4000.0,9,0,1,202207,0,5,4000.0,Analista de Sistemas de Automacao
84,2351824,202207,3,35,355030,N,8220200,1,212415,101,7,21.0,44.0,1,1,0,1,97,0,0,0,2111.11,6,0,1,202207,0,5,2111.11,Analista de Sistemas de Automacao
85,2351825,202207,3,35,355030,J,6201501,-1,212415,101,9,30.0,40.0,1,1,0,1,40,0,0,0,3600.0,9,0,1,202207,0,5,3600.0,Analista de Sistemas de Automacao
86,2351840,202207,3,35,355030,S,9511800,-1,212415,101,9,30.0,40.0,1,1,0,1,40,0,0,0,4882.38,3,0,1,202207,0,5,4882.38,Analista de Sistemas de Automacao
87,2351845,202207,3,35,355030,K,6619399,-1,212415,101,9,29.0,40.0,1,1,0,1,40,0,0,0,13000.0,7,0,1,202207,0,5,13000.0,Analista de Sistemas de Automacao
88,2351847,202207,3,35,355030,J,6202300,1,212415,101,7,25.0,40.0,6,1,0,1,97,0,0,0,3200.0,3,0,1,202207,0,5,3200.0,Analista de Sistemas de Automacao
89,2351856,202207,3,35,355030,G,4742300,-1,212415,101,8,26.0,44.0,6,1,0,1,31,0,0,0,6670.95,6,0,1,202207,0,5,6670.95,Analista de Sistemas de Automacao
90,2351879,202207,3,35,355030,J,6209100,-1,212415,101,9,33.0,40.0,1,3,0,1,31,0,0,0,8000.0,9,0,1,202207,0,5,8000.0,Analista de Sistemas de Automacao
91,2351885,202207,3,35,355030,N,8220200,-1,212415,101,9,44.0,40.0,1,1,0,1,40,0,0,0,4320.28,10,0,1,202207,0,5,4320.28,Analista de Sistemas de Automacao
92,2351887,202207,3,35,355030,N,7820500,1,212415,101,7,22.0,40.0,1,1,0,1,97,0,0,0,8000.0,10,0,1,202207,0,5,8000.0,Analista de Sistemas de Automacao
93,2351888,202207,3,35,355030,C,3250701,-1,212415,101,7,30.0,44.0,3,1,0,1,31,0,0,0,3500.0,7,0,1,202207,0,5,3500.0,Analista de Sistemas de Automacao
94,2351890,202207,3,35,355030,M,7112000,1,212415,101,9,24.0,40.0,3,1,0,1,97,0,0,0,4092.0,10,0,1,202207,0,5,4092.0,Analista de Sistemas de Automacao
95,2351895,202207,3,35,355030,J,6201501,1,212415,101,80,31.0,40.0,1,1,0,1,97,0,0,0,4000.0,7,0,1,202207,0,5,4000.0,Analista de Sistemas de Automacao
96,2351897,202207,3,35,355030,N,7740300,1,212415,101,8,23.0,44.0,1,3,0,1,97,0,0,0,6000.0,8,0,1,202207,0,5,6000.0,Analista de Sistemas de Automacao
97,2351899,202207,3,35,355030,J,6204000,-1,212415,101,7,43.0,44.0,1,1,0,1,31,0,0,0,7500.0,6,0,1,202207,0,5,7500.0,Analista de Sistemas de Automacao
98,2351908,202207,3,35,355030,M,7020400,-1,212415,101,9,27.0,44.0,1,1,0,1,31,0,0,9,8000.0,7,0,1,202207,0,5,8000.0,Analista de Sistemas de Automacao
99,2351909,202207,3,35,355030,J,6201501,-1,212415,101,7,30.0,40.0,1,1,0,1,40,0,0,0,2700.0,8,0,1,202207,0,5,2700.0,Analista de Sistemas de Automacao
100,2351910,202207,3,35,355030,J,6209100,-1,212415,101,9,41.0,40.0,6,1,0,1,31,0,0,0,8000.0,9,0,1,202207,0,5,8000.0,Analista de Sistemas de Automacao
101,2351913,202207,3,35,355030,J,6201501,-1,212415,101,9,32.0,40.0,1,1,0,1,40,0,0,0,3200.0,5,0,1,202207,0,5,3200.0,Analista de Sistemas de Automacao
102,2351914,202207,3,35,355030,J,6201501,1,212415,101,9,30.0,40.0,1,1,0,1,97,0,0,0,3830.0,9,0,1,202207,0,5,3830.0,Analista de Sistemas de Automacao
103,2351921,202207,3,35,355030,J,6202300,1,212415,101,9,23.0,40.0,1,1,0,1,97,0,0,0,3900.0,7,0,1,202207,0,5,3900.0,Analista de Sistemas de Automacao
104,2443871,202207,3,35,355030,N,8220200,-1,212420,101,9,48.0,44.0,6,3,0,1,40,0,0,0,1803.75,10,0,1,202207,0,5,1803.75,Analista de Suporte Computacional
105,2443885,202207,3,35,355030,J,6201501,-1,212420,101,9,49.0,40.0,1,1,0,1,31,0,0,0,6462.47,8,0,1,202207,0,5,6462.47,Analista de Suporte Computacional
106,2443886,202207,3,35,355030,J,6209100,-1,212420,101,9,29.0,40.0,6,1,0,1,31,0,0,0,8812.8,5,0,1,202207,0,5,8812.8,Analista de Suporte Computacional
107,2443889,202207,3,35,355030,G,4651601,1,212420,101,80,41.0,40.0,6,1,0,1,97,0,0,0,2500.0,6,0,1,202207,0,5,2500.0,Analista de Suporte Computacional
108,2443894,202207,3,35,355030,J,6209100,1,212420,101,9,26.0,40.0,6,1,0,1,97,0,0,0,2033.6,9,0,1,202207,0,5,2033.6,Analista de Suporte Computacional
109,2443899,202207,3,35,355030,J,6209100,1,212420,101,9,48.0,44.0,1,1,0,1,97,0,0,0,15000.0,10,0,1,202207,0,5,15000.0,Analista de Suporte Computacional
110,2443905,202207,3,35,355030,M,6911701,-1,212420,101,9,25.0,40.0,3,1,0,1,40,0,0,0,6540.0,7,0,1,202207,0,5,6540.0,Analista de Suporte Computacional
111,2443906,202207,3,35,355030,J,6190601,1,212420,101,7,26.0,44.0,1,1,0,1,97,0,0,0,1504.0,4,0,1,202207,0,5,1504.0,Analista de Suporte Computacional
112,2443916,202207,3,35,355030,J,6209100,1,212420,101,9,44.0,44.0,1,1,0,1,97,0,0,0,2346.04,10,0,1,202207,0,5,2346.04,Analista de Suporte Computacional
113,2443925,202207,3,35,355030,J,6209100,1,212420,101,9,33.0,44.0,1,1,0,1,97,0,0,9,4500.0,2,0,1,202207,0,5,4500.0,Analista de Suporte Computacional
114,2443937,202207,3,35,355030,N,8211300,-1,212420,101,9,32.0,40.0,1,1,0,1,40,0,0,0,9665.13,10,0,1,202207,0,5,9665.13,Analista de Suporte Computacional
115,2443952,202207,3,35,355030,J,6209100,1,212420,101,9,27.0,40.0,6,3,0,1,97,0,0,0,2000.0,2,0,1,202207,0,5,2000.0,Analista de Suporte Computacional
116,2443954,202207,3,35,355030,J,6204000,-1,212420,101,8,26.0,40.0,1,1,0,1,40,0,0,0,3855.6,10,0,1,202207,0,5,3855.6,Analista de Suporte Computacional
117,2443957,202207,3,35,355030,J,6204000,-1,212420,101,9,24.0,40.0,1,1,0,1,40,0,0,0,4351.16,8,0,1,202207,0,5,4351.16,Analista de Suporte Computacional
118,2443959,202207,3,35,355030,N,7820500,-1,212420,101,7,22.0,40.0,1,1,0,1,40,0,0,0,1400.0,8,0,1,202207,0,5,1400.0,Analista de Suporte Computacional
119,2443962,202207,3,35,355030,J,6209100,-1,212420,101,9,37.0,40.0,6,1,0,1,40,0,0,0,2511.1,10,0,1,202207,0,5,2511.1,Analista de Suporte Computacional
120,2443965,202207,3,35,355030,J,6204000,1,212420,101,8,37.0,40.0,1,1,0,1,97,0,0,0,18000.0,9,0,1,202207,0,5,18000.0,Analista de Suporte Computacional
121,2443971,202207,3,35,355030,J,6209100,-1,212420,101,9,37.0,40.0,1,1,0,1,40,0,0,0,4559.25,8,0,1,202207,0,5,4559.25,Analista de Suporte Computacional
122,2443975,202207,3,35,355030,N,7733100,-1,212420,101,9,29.0,40.0,6,1,0,1,31,0,0,0,2986.82,5,0,1,202207,0,5,2986.82,Analista de Suporte Computacional
123,2443976,202207,3,35,355030,J,6203100,1,212420,101,9,27.0,40.0,1,3,0,1,97,1,0,0,6800.0,10,0,1,202207,0,5,6800.0,Analista de Suporte Computacional
124,2443980,202207,3,35,355030,J,6202300,-1,212420,101,7,23.0,44.0,1,1,0,1,31,0,0,0,1891.44,4,0,1,202207,0,5,1891.44,Analista de Suporte Computacional
125,2443981,202207,3,35,355030,N,7739099,-1,212420,101,7,36.0,44.0,3,1,0,1,31,0,0,0,3000.0,1,0,1,202207,0,5,3000.0,Analista de Suporte Computacional
126,2443982,202207,3,35,355030,G,4772500,1,212420,101,9,37.0,44.0,3,1,0,1,97,0,0,0,2600.0,5,0,1,202207,0,5,2600.0,Analista de Suporte Computacional
127,2443986,202207,3,35,355030,J,6201501,1,212420,105,7,19.0,40.0,1,1,0,1,97,0,0,0,1329.68,9,0,1,202207,0,5,1329.68,Analista de Suporte Computacional
128,2443987,202207,3,35,355030,N,8111700,-1,212420,101,7,27.0,44.0,6,1,0,1,40,0,0,0,1800.0,4,0,1,202207,0,5,1800.0,Analista de Suporte Computacional
129,2443989,202207,3,35,355030,J,6204000,1,212420,101,9,51.0,40.0,1,3,0,1,97,0,0,0,14000.0,9,0,1,202207,0,5,14000.0,Analista de Suporte Computacional
130,2443991,202207,3,35,355030,Q,8610101,-1,212420,101,9,35.0,44.0,3,3,0,1,31,0,0,0,4048.92,5,0,1,202207,0,5,4048.92,Analista de Suporte Computacional
131,2443993,202207,3,35,355030,J,6204000,-1,212420,101,7,23.0,40.0,1,1,0,1,31,0,0,0,2500.0,6,0,1,202207,0,5,2500.0,Analista de Suporte Computacional
132,2443997,202207,3,35,355030,J,6311900,-1,212420,101,7,38.0,40.0,1,1,0,1,40,0,0,0,2093.39,2,0,1,202207,0,5,2093.39,Analista de Suporte Computacional
133,2444001,202207,3,35,355030,J,6204000,-1,212420,101,8,23.0,40.0,3,1,0,1,31,0,0,0,3843.72,6,0,1,202207,0,5,3843.72,Analista de Suporte Computacional
134,2444002,202207,3,35,355030,J,6311900,1,212420,101,9,31.0,40.0,1,1,0,1,97,0,0,0,2093.39,2,0,1,202207,0,5,2093.39,Analista de Suporte Computacional
135,2444003,202207,3,35,355030,J,6190601,1,212420,101,7,25.0,44.0,1,1,0,1,97,0,0,0,1504.0,4,0,1,202207,0,5,1504.0,Analista de Suporte Computacional
136,2444005,202207,3,35,355030,N,8220200,-1,212420,101,7,35.0,40.0,6,1,0,1,40,0,0,0,1500.0,9,0,1,202207,0,5,1500.0,Analista de Suporte Computacional
137,2444010,202207,3,35,355030,G,4789099,1,212420,101,7,24.0,44.0,6,1,0,1,97,0,0,0,1773.0,5,0,1,202207,0,5,1773.0,Analista de Suporte Computacional
138,2444011,202207,3,35,355030,J,6203100,1,212420,101,7,55.0,40.0,3,1,0,1,97,0,0,0,2100.0,6,0,1,202207,0,5,2100.0,Analista de Suporte Computacional
139,2444012,202207,3,35,355030,J,6190601,1,212420,101,7,44.0,44.0,3,1,0,1,97,0,0,0,1504.0,4,0,1,202207,0,5,1504.0,Analista de Suporte Computacional
140,2444016,202207,3,35,355030,J,6209100,1,212420,101,9,28.0,44.0,3,3,0,1,97,0,0,9,9600.0,10,0,1,202207,0,5,9600.0,Analista de Suporte Computacional
141,2444018,202207,3,35,355030,G,4751201,1,212420,101,8,63.0,44.0,1,1,0,1,97,0,0,0,15000.0,10,0,1,202207,0,5,15000.0,Analista de Suporte Computacional
142,2444020,202207,3,35,355030,Q,8610101,1,212420,101,80,31.0,45.0,1,1,0,1,97,0,0,0,7286.25,6,0,1,202207,0,5,7286.25,Analista de Suporte Computacional
143,2444025,202207,3,35,355030,J,6190601,1,212420,101,7,45.0,44.0,1,1,0,1,97,0,0,0,1504.0,4,0,1,202207,0,5,1504.0,Analista de Suporte Computacional
144,2444035,202207,3,35,355030,J,6204000,1,212420,101,9,32.0,40.0,1,1,0,1,97,0,0,0,21000.0,9,0,1,202207,0,5,21000.0,Analista de Suporte Computacional
145,2444036,202207,3,35,355030,J,6311900,1,212420,101,9,20.0,40.0,3,1,0,1,97,0,0,0,2400.0,9,0,1,202207,0,5,2400.0,Analista de Suporte Computacional
146,2444048,202207,3,35,355030,J,6203100,-1,212420,101,9,32.0,40.0,3,3,0,1,31,0,0,0,2380.43,8,0,1,202207,0,5,2380.43,Analista de Suporte Computacional
147,2444049,202207,3,35,355030,J,6202300,-1,212420,101,7,18.0,40.0,1,1,0,1,40,0,0,0,2067.56,5,0,1,202207,0,5,2067.56,Analista de Suporte Computacional
148,2444050,202207,3,35,355030,N,8299799,1,212420,101,9,39.0,40.0,1,3,0,1,97,0,0,0,5000.0,6,0,1,202207,0,5,5000.0,Analista de Suporte Computacional
