,Unnamed: 0,competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo,Descrição
4794,2609359,202207,3,35,355030,M,7020400,1,212405,101,9,40.0,40.0,3,1,0,1,97,0,0,0,10000.0,10,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
4795,2609362,202207,3,35,355030,J,6201501,1,212405,101,8,25.0,44.0,3,1,0,1,97,0,0,9,15500.0,9,0,1,202207,0,5,15500.0,Analista de Desenvolvimento de Sistemas
4796,2609375,202207,3,35,355030,J,6209100,-1,212405,101,9,38.0,40.0,6,1,0,1,31,0,0,0,12350.0,9,0,1,202207,0,5,12350.0,Analista de Desenvolvimento de Sistemas
4797,2609376,202207,3,35,355030,J,6203100,1,212405,101,80,59.0,40.0,1,1,0,1,97,0,0,0,12127.0,10,0,1,202207,0,5,12127.0,Analista de Desenvolvimento de Sistemas
4798,2609377,202207,3,35,355030,J,6203100,1,212405,101,9,36.0,40.0,6,3,0,1,97,0,0,0,6605.0,10,0,1,202207,0,5,6605.0,Analista de Desenvolvimento de Sistemas
4799,2609378,202207,3,35,355030,J,6203100,1,212405,101,9,38.0,40.0,3,3,0,1,97,0,0,0,8400.0,10,0,1,202207,0,5,8400.0,Analista de Desenvolvimento de Sistemas
4800,2609381,202207,3,35,355030,K,6611803,1,212405,101,9,50.0,40.0,1,3,0,1,97,0,0,0,12500.0,10,0,1,202207,0,5,12500.0,Analista de Desenvolvimento de Sistemas
4801,2609384,202207,3,35,355030,J,6209100,1,212405,101,80,36.0,40.0,1,1,0,1,97,0,0,0,14200.0,10,0,1,202207,0,5,14200.0,Analista de Desenvolvimento de Sistemas
4802,2609389,202207,3,35,355030,J,6203100,-1,212405,101,8,34.0,40.0,1,1,0,1,40,0,0,0,6185.86,10,0,1,202207,0,5,6185.86,Analista de Desenvolvimento de Sistemas
4803,2609394,202207,3,35,355030,J,6201501,-1,212405,101,8,32.0,40.0,1,1,0,1,40,0,0,0,6500.0,10,0,1,202207,0,5,6500.0,Analista de Desenvolvimento de Sistemas
4804,2609395,202207,3,35,355030,K,6461100,-1,212405,101,9,32.0,40.0,1,3,0,1,40,0,0,0,10728.86,9,0,1,202207,0,5,10728.86,Analista de Desenvolvimento de Sistemas
4805,2609396,202207,3,35,355030,J,6311900,-1,212405,101,9,34.0,44.0,1,3,0,1,40,0,0,0,8500.0,8,0,1,202207,0,5,8500.0,Analista de Desenvolvimento de Sistemas
4806,2609402,202207,3,35,355030,J,6204000,-1,212405,101,9,29.0,40.0,1,1,0,1,43,0,0,0,9000.0,7,0,1,202207,0,5,9000.0,Analista de Desenvolvimento de Sistemas
4807,2609410,202207,3,35,355030,J,6201501,-1,212405,101,9,26.0,40.0,1,1,0,1,40,0,0,0,2200.0,7,0,1,202207,0,5,2200.0,Analista de Desenvolvimento de Sistemas
4808,2609417,202207,3,35,355030,J,6209100,1,212405,101,80,38.0,44.0,1,1,0,1,97,0,0,0,9500.0,10,0,1,202207,0,5,9500.0,Analista de Desenvolvimento de Sistemas
4809,2609420,202207,3,35,355030,N,7820500,-1,212405,106,7,27.0,40.0,1,1,0,1,43,0,0,0,2748.45,10,0,1,202207,0,5,2748.45,Analista de Desenvolvimento de Sistemas
4810,2609423,202207,3,35,355030,J,6319400,1,212405,101,7,46.0,44.0,3,3,0,1,97,0,0,0,1700.0,4,0,1,202207,0,5,1700.0,Analista de Desenvolvimento de Sistemas
4811,2609425,202207,3,35,355030,J,6209100,1,212405,101,9,44.0,44.0,4,1,0,1,97,0,0,0,4193.1,10,0,1,202207,0,5,4193.1,Analista de Desenvolvimento de Sistemas
4812,2609427,202207,3,35,355030,J,6209100,1,212405,101,8,33.0,44.0,1,1,0,1,97,0,0,0,9000.0,10,0,1,202207,0,5,9000.0,Analista de Desenvolvimento de Sistemas
4813,2609428,202207,3,35,355030,J,6201501,-1,212405,101,9,41.0,40.0,4,3,0,1,40,0,0,0,12000.0,5,0,1,202207,0,5,12000.0,Analista de Desenvolvimento de Sistemas
4814,2609431,202207,3,35,355030,J,6203100,-1,212405,101,8,26.0,44.0,2,1,0,1,40,0,0,0,2400.0,4,0,1,202207,0,5,2400.0,Analista de Desenvolvimento de Sistemas
4815,2609435,202207,3,35,355030,J,6203100,-1,212405,101,10,49.0,40.0,1,3,0,1,40,0,0,0,12000.0,10,0,1,202207,0,5,12000.0,Analista de Desenvolvimento de Sistemas
4816,2609436,202207,3,35,355030,G,4729699,1,212405,101,80,35.0,40.0,1,1,0,1,97,0,0,0,13500.0,9,0,1,202207,0,5,13500.0,Analista de Desenvolvimento de Sistemas
4817,2609437,202207,3,35,355030,J,6201501,-1,212405,101,8,25.0,40.0,1,1,0,1,31,0,0,0,5285.24,7,0,1,202207,0,5,5285.24,Analista de Desenvolvimento de Sistemas
4818,2609438,202207,3,35,355030,J,6209100,1,212405,101,9,25.0,40.0,3,1,0,1,97,0,0,0,5000.0,7,0,1,202207,0,5,5000.0,Analista de Desenvolvimento de Sistemas
4819,2609442,202207,3,35,355030,J,6209100,-1,212405,101,8,33.0,40.0,1,1,0,1,40,0,0,0,2650.0,1,0,1,202207,0,5,2650.0,Analista de Desenvolvimento de Sistemas
4820,2609447,202207,3,35,355030,J,6202300,1,212405,101,80,48.0,40.0,2,1,0,1,97,0,0,0,19000.0,10,0,1,202207,0,5,19000.0,Analista de Desenvolvimento de Sistemas
4821,2609449,202207,3,35,355030,M,7020400,1,212405,101,9,42.0,44.0,6,1,0,1,97,0,0,0,13000.0,9,0,1,202207,0,5,13000.0,Analista de Desenvolvimento de Sistemas
4822,2609450,202207,3,35,355030,J,6201501,-1,212405,101,9,52.0,40.0,1,1,0,1,40,0,0,0,10170.58,7,0,1,202207,0,5,10170.58,Analista de Desenvolvimento de Sistemas
4823,2609453,202207,3,35,355030,J,6209100,1,212405,101,7,19.0,44.0,1,3,0,1,97,0,0,0,4193.1,10,0,1,202207,0,5,4193.1,Analista de Desenvolvimento de Sistemas
4824,2609454,202207,3,35,355030,J,6202300,1,212405,101,9,31.0,44.0,1,1,0,1,97,0,0,0,18000.0,7,0,1,202207,0,5,18000.0,Analista de Desenvolvimento de Sistemas
4825,2609455,202207,3,35,355030,J,6202300,1,212405,101,9,38.0,44.0,3,1,0,1,97,0,0,0,9000.0,3,0,1,202207,0,5,9000.0,Analista de Desenvolvimento de Sistemas
4826,2609457,202207,3,35,355030,K,6612602,-1,212405,101,9,25.0,44.0,6,1,0,1,40,0,0,0,5174.0,9,0,1,202207,0,5,5174.0,Analista de Desenvolvimento de Sistemas
4827,2609459,202207,3,35,355030,J,6204000,1,212405,101,9,30.0,40.0,3,1,0,1,97,0,0,0,4826.92,6,0,1,202207,0,5,4826.92,Analista de Desenvolvimento de Sistemas
4828,2609465,202207,3,35,355030,J,6201501,-1,212405,101,8,21.0,40.0,3,1,0,1,40,0,0,0,2000.0,7,0,1,202207,0,5,2000.0,Analista de Desenvolvimento de Sistemas
4829,2609470,202207,3,35,355030,J,6204000,1,212405,101,8,26.0,40.0,3,1,0,1,97,0,0,0,2122.1,8,0,1,202207,0,5,2122.1,Analista de Desenvolvimento de Sistemas
4830,2609482,202207,3,35,355030,J,6201501,-1,212405,101,7,23.0,40.0,1,1,0,1,40,0,0,0,4700.0,9,0,1,202207,0,5,4700.0,Analista de Desenvolvimento de Sistemas
4831,2609483,202207,3,35,355030,N,8299799,1,212405,101,8,29.0,44.0,1,1,0,1,97,0,0,9,4500.0,9,0,1,202207,0,5,4500.0,Analista de Desenvolvimento de Sistemas
4832,2609488,202207,3,35,355030,J,6209100,1,212405,101,11,34.0,44.0,4,1,0,1,97,0,0,0,12826.73,10,0,1,202207,0,5,12826.73,Analista de Desenvolvimento de Sistemas
4833,2609489,202207,3,35,355030,J,6209100,1,212405,101,9,39.0,40.0,6,1,0,1,97,0,0,0,12910.9,2,0,1,202207,0,5,12910.9,Analista de Desenvolvimento de Sistemas
4834,2609491,202207,3,35,355030,N,8291100,1,212405,101,9,38.0,44.0,6,1,0,1,97,0,0,0,14912.0,9,0,1,202207,0,5,14912.0,Analista de Desenvolvimento de Sistemas
4835,2609492,202207,3,35,355030,J,6209100,1,212405,101,80,39.0,44.0,1,3,0,1,97,0,0,0,8998.45,7,0,1,202207,0,5,8998.45,Analista de Desenvolvimento de Sistemas
4836,2609493,202207,3,35,355030,J,6204000,1,212405,101,8,25.0,44.0,1,3,0,1,97,0,0,9,4000.0,10,0,1,202207,0,5,4000.0,Analista de Desenvolvimento de Sistemas
4837,2609495,202207,3,35,355030,J,6201501,1,212405,101,9,45.0,40.0,1,1,0,1,97,0,0,0,16000.0,10,0,1,202207,0,5,16000.0,Analista de Desenvolvimento de Sistemas
4838,2609496,202207,3,35,355030,J,6021700,1,212405,101,80,51.0,44.0,1,3,0,1,97,0,0,0,10200.0,10,0,1,202207,0,5,10200.0,Analista de Desenvolvimento de Sistemas
4839,2609503,202207,3,35,355030,J,6201501,1,212405,101,9,44.0,40.0,1,1,0,1,97,0,0,0,16000.0,10,0,1,202207,0,5,16000.0,Analista de Desenvolvimento de Sistemas
4840,2609510,202207,3,35,355030,N,8211300,-1,212405,101,8,33.0,40.0,1,3,0,1,31,0,0,0,5177.52,3,0,1,202207,0,5,5177.52,Analista de Desenvolvimento de Sistemas
4841,2609519,202207,3,35,355030,J,6209100,1,212405,101,80,38.0,44.0,3,3,0,1,97,0,0,0,4193.1,10,0,1,202207,0,5,4193.1,Analista de Desenvolvimento de Sistemas
4842,2609523,202207,3,35,355030,A,141501,1,212405,101,80,39.0,40.0,1,1,0,1,97,0,0,0,18000.0,9,0,1,202207,0,5,18000.0,Analista de Desenvolvimento de Sistemas
4843,2609527,202207,3,35,355030,J,6203100,1,212405,101,9,36.0,40.0,6,3,0,1,97,0,0,0,2700.0,7,0,1,202207,0,5,2700.0,Analista de Desenvolvimento de Sistemas
4844,2609530,202207,3,35,355030,J,6204000,1,212405,101,9,35.0,40.0,1,1,0,1,97,0,0,0,10000.0,6,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
4845,2609532,202207,3,35,355030,J,6202300,-1,212405,101,9,45.0,40.0,1,1,0,1,40,0,0,0,13501.62,3,0,1,202207,0,5,13501.62,Analista de Desenvolvimento de Sistemas
4846,2609533,202207,3,35,355030,G,4691500,-1,212405,101,9,23.0,44.0,1,1,0,1,40,0,0,0,7000.0,7,0,1,202207,0,5,7000.0,Analista de Desenvolvimento de Sistemas
4847,2609539,202207,3,35,355030,J,6204000,1,212405,101,8,22.0,40.0,6,1,0,1,97,0,0,0,7000.0,6,0,1,202207,0,5,7000.0,Analista de Desenvolvimento de Sistemas
4848,2609542,202207,3,35,355030,N,8220200,1,212405,101,9,23.0,40.0,1,1,0,1,97,0,0,0,1950.72,10,0,1,202207,0,5,1950.72,Analista de Desenvolvimento de Sistemas
4849,2609543,202207,3,35,355030,K,6611803,-1,212405,101,8,40.0,40.0,1,1,0,1,31,0,0,0,7000.0,10,0,1,202207,0,5,7000.0,Analista de Desenvolvimento de Sistemas
4850,2609546,202207,3,35,355030,J,6202300,-1,212405,101,8,25.0,40.0,1,3,0,1,40,0,0,0,5425.0,5,0,1,202207,0,5,5425.0,Analista de Desenvolvimento de Sistemas
4851,2609547,202207,3,35,355030,N,8211300,-1,212405,101,9,44.0,44.0,6,1,0,1,40,0,0,1,8552.5,10,0,1,202207,0,5,8552.5,Analista de Desenvolvimento de Sistemas
4852,2609550,202207,3,35,355030,K,6613400,-1,212405,101,9,30.0,44.0,1,1,0,1,40,3,0,9,6129.03,10,0,1,202207,0,5,6129.03,Analista de Desenvolvimento de Sistemas
4853,2609553,202207,3,35,355030,M,6920602,1,212405,101,80,28.0,40.0,1,1,0,1,97,0,0,0,5767.0,10,0,1,202207,0,5,5767.0,Analista de Desenvolvimento de Sistemas
4854,2609554,202207,3,35,355030,K,6512000,1,212405,101,7,18.0,40.0,3,3,0,1,97,0,0,0,2500.0,10,0,1,202207,0,5,2500.0,Analista de Desenvolvimento de Sistemas
4855,2609556,202207,3,35,355030,J,6209100,1,212405,101,8,41.0,40.0,1,1,0,1,97,0,0,0,2000.0,1,0,1,202207,0,5,2000.0,Analista de Desenvolvimento de Sistemas
4856,2609560,202207,3,35,355030,J,6209100,-1,212405,101,9,23.0,40.0,6,1,0,1,31,0,0,0,3683.05,3,0,1,202207,0,5,3683.05,Analista de Desenvolvimento de Sistemas
4857,2609561,202207,3,35,355030,K,6422100,1,212405,101,8,33.0,44.0,1,1,0,1,97,0,0,0,11042.0,10,0,1,202207,0,5,11042.0,Analista de Desenvolvimento de Sistemas
4858,2609562,202207,3,35,355030,J,6203100,1,212405,101,9,35.0,40.0,3,1,0,1,97,0,0,0,7980.0,10,0,1,202207,0,5,7980.0,Analista de Desenvolvimento de Sistemas
4859,2609564,202207,3,35,355030,N,8220200,-1,212405,101,9,37.0,44.0,3,1,0,1,31,0,0,0,3847.0,5,0,1,202207,0,5,3847.0,Analista de Desenvolvimento de Sistemas
4860,2609566,202207,3,35,355030,K,6512000,-1,212405,101,9,43.0,40.0,4,3,0,1,40,0,0,0,9692.71,9,0,1,202207,0,5,9692.71,Analista de Desenvolvimento de Sistemas
4861,2609568,202207,3,35,355030,J,6203100,1,212405,101,9,40.0,40.0,2,1,0,1,97,0,0,0,7000.0,8,0,1,202207,0,5,7000.0,Analista de Desenvolvimento de Sistemas
4862,2609572,202207,3,35,355030,N,8211300,-1,212405,101,9,31.0,40.0,1,1,0,1,40,0,0,0,7569.59,10,0,1,202207,0,5,7569.59,Analista de Desenvolvimento de Sistemas
4863,2609573,202207,3,35,355030,K,6512000,-1,212405,101,80,40.0,40.0,1,1,0,1,40,0,0,0,11700.35,9,0,1,202207,0,5,11700.35,Analista de Desenvolvimento de Sistemas
4864,2609574,202207,3,35,355030,K,6512000,1,212405,101,9,40.0,40.0,3,1,0,1,97,0,0,0,13000.0,10,0,1,202207,0,5,13000.0,Analista de Desenvolvimento de Sistemas
4865,2609576,202207,3,35,355030,J,6203100,1,212405,101,9,27.0,44.0,3,1,0,1,97,0,0,0,9642.86,7,0,1,202207,0,5,9642.86,Analista de Desenvolvimento de Sistemas
4866,2609577,202207,3,35,355030,M,7020400,-1,212405,101,7,45.0,40.0,6,1,0,1,40,0,0,0,10388.53,1,0,1,202207,0,5,10388.53,Analista de Desenvolvimento de Sistemas
4867,2609579,202207,3,35,355030,K,6613400,1,212405,101,80,27.0,44.0,1,1,0,1,97,0,0,9,9161.29,10,0,1,202207,0,5,9161.29,Analista de Desenvolvimento de Sistemas
4868,2609581,202207,3,35,355030,J,6311900,1,212405,101,9,27.0,44.0,1,1,0,1,97,0,0,0,7637.0,8,0,1,202207,0,5,7637.0,Analista de Desenvolvimento de Sistemas
4869,2609582,202207,3,35,355030,K,6422100,-1,212405,101,9,32.0,44.0,3,1,0,1,31,0,0,0,7166.83,10,0,1,202207,0,5,7166.83,Analista de Desenvolvimento de Sistemas
4870,2609583,202207,3,35,355030,N,8211300,1,212405,101,9,21.0,41.0,1,1,0,1,97,0,0,0,6000.0,10,0,1,202207,0,5,6000.0,Analista de Desenvolvimento de Sistemas
4871,2609587,202207,3,35,355030,J,6209100,-1,212405,101,9,23.0,40.0,1,1,0,1,31,0,0,0,2300.0,4,0,1,202207,0,5,2300.0,Analista de Desenvolvimento de Sistemas
4872,2609592,202207,3,35,355030,M,6920601,-1,212405,101,9,32.0,40.0,1,3,0,1,40,0,0,0,7620.97,9,0,1,202207,0,5,7620.97,Analista de Desenvolvimento de Sistemas
4873,2609593,202207,3,35,355030,M,7320300,-1,212405,101,7,41.0,40.0,1,1,0,1,40,0,0,0,3700.0,6,0,1,202207,0,5,3700.0,Analista de Desenvolvimento de Sistemas
4874,2609598,202207,3,35,355030,M,7020400,-1,212405,101,9,25.0,44.0,6,1,0,1,40,0,0,0,9000.0,10,0,1,202207,0,5,9000.0,Analista de Desenvolvimento de Sistemas
4875,2609600,202207,3,35,355030,J,6204000,-1,212405,101,9,28.0,44.0,1,1,0,1,40,0,0,9,8000.0,10,0,1,202207,0,5,8000.0,Analista de Desenvolvimento de Sistemas
4876,2609601,202207,3,35,355030,J,6209100,1,212405,101,8,26.0,40.0,1,1,0,1,97,0,0,0,2033.6,5,0,1,202207,0,5,2033.6,Analista de Desenvolvimento de Sistemas
4877,2609604,202207,3,35,355030,S,9493600,-1,212405,101,7,42.0,35.0,1,1,0,1,40,0,0,0,5114.49,5,0,1,202207,0,5,5114.49,Analista de Desenvolvimento de Sistemas
4878,2609605,202207,3,35,355030,J,6203100,-1,212405,101,8,28.0,40.0,6,1,0,1,40,0,0,0,4169.33,6,0,1,202207,0,5,4169.33,Analista de Desenvolvimento de Sistemas
4879,2609606,202207,3,35,355030,J,6204000,1,212405,101,9,21.0,40.0,2,1,0,1,97,0,0,0,3500.0,6,0,1,202207,0,5,3500.0,Analista de Desenvolvimento de Sistemas
4880,2609607,202207,3,35,355030,J,6204000,1,212405,101,8,34.0,40.0,1,1,0,1,97,0,0,0,4500.0,2,0,1,202207,0,5,4500.0,Analista de Desenvolvimento de Sistemas
4881,2609612,202207,3,35,355030,J,6203100,-1,212405,101,7,32.0,40.0,1,1,0,1,40,0,0,0,9039.0,10,0,1,202207,0,5,9039.0,Analista de Desenvolvimento de Sistemas
4882,2609613,202207,3,35,355030,J,6201501,1,212405,101,8,54.0,40.0,1,3,0,1,97,0,0,0,3200.0,8,0,1,202207,0,5,3200.0,Analista de Desenvolvimento de Sistemas
4883,2609614,202207,3,35,355030,K,6422100,1,212405,101,9,23.0,44.0,1,1,0,1,97,0,0,9,5161.29,8,0,1,202207,0,5,5161.29,Analista de Desenvolvimento de Sistemas
4884,2609615,202207,3,35,355030,J,6201501,-1,212405,101,9,51.0,40.0,1,1,0,1,40,0,0,0,2441.0,6,0,1,202207,0,5,2441.0,Analista de Desenvolvimento de Sistemas
4885,2609616,202207,3,35,355030,J,6209100,1,212405,101,9,31.0,44.0,3,1,0,1,97,0,0,0,5600.0,10,0,1,202207,0,5,5600.0,Analista de Desenvolvimento de Sistemas
4886,2609622,202207,3,35,355030,N,8219999,1,212405,101,9,29.0,44.0,6,1,0,1,97,0,0,0,10000.0,6,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
4887,2609623,202207,3,35,355030,K,6511101,1,212405,101,8,32.0,40.0,1,1,0,1,97,0,0,0,5500.0,6,0,1,202207,0,5,5500.0,Analista de Desenvolvimento de Sistemas
4888,2609626,202207,3,35,355030,J,6202300,1,212405,101,80,26.0,40.0,1,1,0,1,97,0,0,0,10974.8,8,0,1,202207,0,5,10974.8,Analista de Desenvolvimento de Sistemas
4889,2609628,202207,3,35,355030,J,6204000,1,212405,101,8,34.0,44.0,3,1,0,1,97,0,0,9,3500.0,10,0,1,202207,0,5,3500.0,Analista de Desenvolvimento de Sistemas
4890,2609630,202207,3,35,355030,J,6201501,-1,212405,101,9,54.0,40.0,1,3,0,1,40,0,0,0,7500.0,2,0,1,202207,0,5,7500.0,Analista de Desenvolvimento de Sistemas
4891,2609632,202207,3,35,355030,J,6209100,1,212405,101,8,29.0,44.0,1,1,0,1,97,0,0,0,5600.0,10,0,1,202207,0,5,5600.0,Analista de Desenvolvimento de Sistemas
4892,2609635,202207,3,35,355030,J,6201501,1,212405,101,80,23.0,44.0,3,3,0,1,97,0,0,0,8000.0,5,0,1,202207,0,5,8000.0,Analista de Desenvolvimento de Sistemas
4893,2609637,202207,3,35,355030,J,6204000,1,212405,101,8,24.0,40.0,1,1,0,1,97,0,0,0,3791.55,8,0,1,202207,0,5,3791.55,Analista de Desenvolvimento de Sistemas
4894,2609643,202207,3,35,355030,J,6201501,1,212405,101,9,29.0,40.0,1,1,0,1,97,0,0,0,14000.0,9,0,1,202207,0,5,14000.0,Analista de Desenvolvimento de Sistemas
4895,2609645,202207,3,35,355030,N,7740300,1,212405,101,8,33.0,42.5,2,3,0,1,97,0,0,0,10000.0,9,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
4896,2609647,202207,3,35,355030,J,6204000,-1,212405,101,7,32.0,40.0,3,1,0,1,40,0,0,0,17000.0,10,0,1,202207,0,5,17000.0,Analista de Desenvolvimento de Sistemas
4897,2609649,202207,3,35,355030,J,6201501,-1,212405,101,9,51.0,40.0,1,1,0,1,31,0,0,0,3200.0,6,0,1,202207,0,5,3200.0,Analista de Desenvolvimento de Sistemas
4898,2609650,202207,3,35,355030,J,6202300,-1,212405,101,8,34.0,40.0,1,1,0,1,40,0,0,0,21178.5,8,0,1,202207,0,5,21178.5,Analista de Desenvolvimento de Sistemas
4899,2609651,202207,3,35,355030,J,6201501,1,212405,101,9,36.0,40.0,2,1,0,1,97,0,0,0,10500.0,10,0,1,202207,0,5,10500.0,Analista de Desenvolvimento de Sistemas
4900,2609662,202207,3,35,355030,J,6204000,-1,212405,101,8,22.0,44.0,1,1,0,1,31,0,0,0,2600.0,5,0,1,202207,0,5,2600.0,Analista de Desenvolvimento de Sistemas
4901,2609663,202207,3,35,355030,J,6204000,-1,212405,101,80,37.0,40.0,1,1,0,1,40,0,0,0,2785.58,7,0,1,202207,0,5,2785.58,Analista de Desenvolvimento de Sistemas
4902,2609664,202207,3,35,355030,J,6204000,1,212405,101,9,44.0,44.0,1,3,0,1,97,0,0,9,11500.0,10,0,1,202207,0,5,11500.0,Analista de Desenvolvimento de Sistemas
4903,2609668,202207,3,35,355030,J,6204000,-1,212405,101,9,58.0,44.0,1,1,0,1,40,0,0,9,8583.58,10,0,1,202207,0,5,8583.58,Analista de Desenvolvimento de Sistemas
4904,2609671,202207,3,35,355030,K,6422100,1,212405,101,80,29.0,44.0,1,1,0,1,97,0,0,0,5631.01,10,0,1,202207,0,5,5631.01,Analista de Desenvolvimento de Sistemas
4905,2609672,202207,3,35,355030,M,7490104,-1,212405,101,9,31.0,40.0,1,1,0,1,31,0,0,0,17000.0,1,0,1,202207,0,5,17000.0,Analista de Desenvolvimento de Sistemas
4906,2609673,202207,3,35,355030,J,6201501,-1,212405,101,7,39.0,40.0,1,1,0,1,40,0,0,0,10920.04,8,0,1,202207,0,5,10920.04,Analista de Desenvolvimento de Sistemas
4907,2609677,202207,3,35,355030,K,6613400,1,212405,101,8,29.0,44.0,6,1,0,1,97,0,0,0,3400.0,7,0,1,202207,0,5,3400.0,Analista de Desenvolvimento de Sistemas
4908,2609684,202207,3,35,355030,G,4729699,-1,212405,101,9,22.0,40.0,2,3,0,1,40,0,0,0,6306.47,9,0,1,202207,0,5,6306.47,Analista de Desenvolvimento de Sistemas
4909,2609685,202207,3,35,355030,J,6120501,1,212405,101,9,28.0,40.0,1,3,0,1,97,0,0,0,6800.0,10,0,1,202207,0,5,6800.0,Analista de Desenvolvimento de Sistemas
4910,2609688,202207,3,35,355030,J,6201501,1,212405,101,9,42.0,40.0,3,1,0,1,97,1,0,0,13500.0,9,0,1,202207,0,5,13500.0,Analista de Desenvolvimento de Sistemas
4911,2609690,202207,3,35,355030,M,7319004,-1,212405,101,9,37.0,40.0,1,3,0,1,31,0,0,0,4349.67,5,0,1,202207,0,5,4349.67,Analista de Desenvolvimento de Sistemas
4912,2609692,202207,3,35,355030,J,6203100,-1,212405,101,8,26.0,40.0,3,1,0,1,31,0,0,0,3798.5,5,0,1,202207,0,5,3798.5,Analista de Desenvolvimento de Sistemas
4913,2609698,202207,3,35,355030,J,6203100,1,212405,101,8,33.0,40.0,1,1,0,1,97,0,0,0,12000.0,10,0,1,202207,0,5,12000.0,Analista de Desenvolvimento de Sistemas
4914,2609699,202207,3,35,355030,K,6630400,1,212405,101,2,25.0,44.0,6,1,0,1,97,0,0,9,9700.0,7,0,1,202207,0,5,9700.0,Analista de Desenvolvimento de Sistemas
4915,2609701,202207,3,35,355030,J,6209100,-1,212405,101,9,30.0,44.0,6,1,0,1,40,0,0,0,5545.35,10,0,1,202207,0,5,5545.35,Analista de Desenvolvimento de Sistemas
4916,2609704,202207,3,35,355030,G,4742300,-1,212405,101,10,39.0,44.0,5,1,0,1,40,0,0,0,5058.5,6,0,1,202207,0,5,5058.5,Analista de Desenvolvimento de Sistemas
4917,2609706,202207,3,35,355030,M,6920601,1,212405,101,9,35.0,40.0,1,3,0,1,97,0,0,0,7666.0,9,0,1,202207,0,5,7666.0,Analista de Desenvolvimento de Sistemas
4918,2609709,202207,3,35,355030,F,4110700,1,212405,101,9,22.0,44.0,1,3,0,1,97,0,0,0,8000.0,7,0,1,202207,0,5,8000.0,Analista de Desenvolvimento de Sistemas
4919,2609713,202207,3,35,355030,J,6201501,1,212405,101,9,46.0,40.0,1,3,0,1,97,0,0,0,5500.0,6,0,1,202207,0,5,5500.0,Analista de Desenvolvimento de Sistemas
4920,2609716,202207,3,35,355030,J,6201501,-1,212405,101,80,37.0,40.0,1,1,0,1,40,0,0,0,12628.38,10,0,1,202207,0,5,12628.38,Analista de Desenvolvimento de Sistemas
4921,2609722,202207,3,35,355030,J,6203100,1,212405,101,8,38.0,40.0,1,1,0,1,97,0,0,0,5217.29,8,0,1,202207,0,5,5217.29,Analista de Desenvolvimento de Sistemas
4922,2609727,202207,3,35,355030,J,6201501,-1,212405,101,9,27.0,40.0,1,1,0,1,40,0,0,0,3497.79,4,0,1,202207,0,5,3497.79,Analista de Desenvolvimento de Sistemas
4923,2609729,202207,3,35,355030,J,6201501,1,212405,101,9,31.0,40.0,3,1,0,1,97,0,0,0,11000.0,10,0,1,202207,0,5,11000.0,Analista de Desenvolvimento de Sistemas
4924,2609731,202207,3,35,355030,J,6209100,-1,212405,101,7,29.0,40.0,1,1,0,1,40,0,0,0,4683.97,7,0,1,202207,0,5,4683.97,Analista de Desenvolvimento de Sistemas
4925,2609736,202207,3,35,355030,J,6203100,1,212405,101,8,33.0,40.0,3,1,0,1,97,0,0,0,2033.6,5,0,1,202207,0,5,2033.6,Analista de Desenvolvimento de Sistemas
4926,2609748,202207,3,35,355030,J,6120501,1,212405,101,9,33.0,40.0,1,3,0,1,97,0,0,0,8300.0,10,0,1,202207,0,5,8300.0,Analista de Desenvolvimento de Sistemas
4927,2609763,202207,3,35,355030,K,6613400,1,212405,101,80,28.0,40.0,1,3,0,1,97,0,0,0,14800.0,10,0,1,202207,0,5,14800.0,Analista de Desenvolvimento de Sistemas
4928,2609764,202207,3,35,355030,K,6629100,1,212405,101,9,27.0,44.0,6,1,0,1,97,0,0,9,8709.68,6,0,1,202207,0,5,8709.68,Analista de Desenvolvimento de Sistemas
4929,2609765,202207,3,35,355030,S,9511800,1,212405,101,80,38.0,44.0,4,3,0,1,97,0,0,0,6000.0,6,0,1,202207,0,5,6000.0,Analista de Desenvolvimento de Sistemas
4930,2609766,202207,3,35,355030,I,5620101,1,212405,101,9,42.0,42.5,1,3,0,1,97,0,0,0,14000.0,10,0,1,202207,0,5,14000.0,Analista de Desenvolvimento de Sistemas
4931,2609777,202207,3,35,355030,K,6511101,1,212405,101,9,30.0,44.0,1,1,0,1,97,0,0,0,9000.0,9,0,1,202207,0,5,9000.0,Analista de Desenvolvimento de Sistemas
4932,2609778,202207,3,35,355030,J,6209100,-1,212405,101,9,43.0,40.0,6,1,0,1,31,0,0,0,10000.0,9,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
4933,2609779,202207,3,35,355030,J,6202300,1,212405,101,9,26.0,40.0,1,1,0,1,97,0,0,0,11000.0,10,0,1,202207,0,5,11000.0,Analista de Desenvolvimento de Sistemas
